state.fips,state,state.abbr,report.month,unemployment.rate,unemployment,employment,labor.force,employment.population.ratio,labor.force.participation.rate
16,Idaho,ID,2013-11-01,5.6,43151,730153,773304,60.1,63.7
16,Idaho,ID,2013-12-01,5.4,42021,732112,774133,60.2,63.7
16,Idaho,ID,2014-01-01,5.3,41334,734520,775854,60.3,63.7
16,Idaho,ID,2014-02-01,5.2,40506,736276,776782,60.4,63.7
16,Idaho,ID,2014-03-01,5.1,39726,737847,777573,60.5,63.7
16,Idaho,ID,2014-04-01,5,39008,739220,778228,60.5,63.7
16,Idaho,ID,2014-05-01,4.9,38334,740449,778783,60.5,63.7
16,Idaho,ID,2014-06-01,4.8,37701,741596,779297,60.6,63.6
16,Idaho,ID,2014-07-01,4.8,37111,742723,779834,60.6,63.6
16,Idaho,ID,2014-08-01,4.7,36573,743953,780526,60.6,63.6
16,Idaho,ID,2014-09-01,4.6,36098,745361,781459,60.6,63.6
16,Idaho,ID,2014-10-01,4.6,35682,746985,782667,60.7,63.6
16,Idaho,ID,2014-11-01,4.5,35321,748782,784103,60.7,63.6
16,Idaho,ID,2014-12-01,4.5,35031,750711,785742,60.8,63.7
16,Idaho,ID,2015-01-01,4.2,32601,752510,785111,60.9,63.5
16,Idaho,ID,2015-02-01,4.2,32681,754504,787185,61,63.6
16,Idaho,ID,2015-03-01,4.1,32740,756429,789169,61.1,63.7
16,Idaho,ID,2015-04-01,4.1,32766,758258,791024,61.1,63.8
16,Idaho,ID,2015-05-01,4.1,32764,759981,792745,61.2,63.8
16,Idaho,ID,2015-06-01,4.1,32735,761564,794299,61.2,63.9
16,Idaho,ID,2015-07-01,4.1,32693,763048,795741,61.3,63.9
16,Idaho,ID,2015-08-01,4.1,32646,764468,797114,61.3,63.9
16,Idaho,ID,2015-09-01,4.1,32572,765926,798498,61.3,63.9
16,Idaho,ID,2015-10-01,4.1,32457,767573,800030,61.3,63.9
16,Idaho,ID,2015-11-01,4,32315,769491,801806,61.3,63.9
16,Idaho,ID,2015-12-01,4,32144,771627,803771,61.4,63.9
16,Idaho,ID,2016-01-01,4,31952,773795,805747,61.4,64
16,Idaho,ID,2016-02-01,3.9,31759,775843,807602,61.5,64
16,Idaho,ID,2016-03-01,3.9,31566,777715,809281,61.5,64
16,Idaho,ID,2016-04-01,3.9,31394,779465,810859,61.5,64
16,Idaho,ID,2016-05-01,3.8,31252,781168,812420,61.6,64
16,Idaho,ID,2016-06-01,3.8,31120,782932,814052,61.6,64
16,Idaho,ID,2016-07-01,3.8,30948,784782,815730,61.6,64
16,Idaho,ID,2016-08-01,3.8,30703,786677,817380,61.6,64
16,Idaho,ID,2016-09-01,3.7,30379,788528,818907,61.6,64
16,Idaho,ID,2016-10-01,3.7,29983,790265,820248,61.6,64
16,Idaho,ID,2016-11-01,3.6,29518,791916,821434,61.6,63.9
16,Idaho,ID,2016-12-01,3.5,29012,793562,822574,61.6,63.9
16,Idaho,ID,2017-01-01,3.5,28500,795361,823861,61.7,63.9
16,Idaho,ID,2017-02-01,3.4,28010,797354,825364,61.7,63.9
16,Idaho,ID,2017-03-01,3.3,27566,799434,827000,61.7,63.9
16,Idaho,ID,2017-04-01,3.3,27181,801577,828758,61.8,63.9
16,Idaho,ID,2017-05-01,3.2,26852,803777,830629,61.8,63.9
16,Idaho,ID,2017-06-01,3.2,26592,806006,832598,61.9,63.9
16,Idaho,ID,2017-07-01,3.2,26405,808241,834646,61.9,63.9
16,Idaho,ID,2017-08-01,3.1,26270,810455,836725,62,64
16,Idaho,ID,2017-09-01,3.1,26153,812653,838806,62,64
16,Idaho,ID,2017-10-01,3.1,26020,814841,840861,62.1,64
16,Idaho,ID,2017-11-01,3.1,25872,816978,842850,62.1,64.1
16,Idaho,ID,2017-12-01,3,25717,819073,844790,62.1,64.1
16,Idaho,ID,2018-01-01,3,25566,821121,846687,62.2,64.1
16,Idaho,ID,2018-02-01,3,25425,823187,848612,62.2,64.1
16,Idaho,ID,2018-03-01,3,25276,825346,850622,62.3,64.2
16,Idaho,ID,2018-04-01,2.9,25095,827456,852551,62.3,64.2
16,Idaho,ID,2018-05-01,2.9,24879,829419,854298,62.3,64.2
16,Idaho,ID,2018-06-01,2.9,24653,831309,855962,62.4,64.2
16,Idaho,ID,2018-07-01,2.9,24462,833198,857660,62.4,64.2
16,Idaho,ID,2018-08-01,2.8,24387,835142,859529,62.4,64.2
16,Idaho,ID,2018-09-01,2.8,24475,837146,861621,62.4,64.2
16,Idaho,ID,2018-10-01,2.9,24715,839163,863878,62.4,64.3
16,Idaho,ID,2018-11-01,2.9,25035,841160,866195,62.4,64.3
16,Idaho,ID,2018-12-01,2.9,25347,843121,868468,62.5,64.3
16,Idaho,ID,2019-01-01,2.9,25583,845034,870617,62.5,64.4
16,Idaho,ID,2019-02-01,2.9,25721,846902,872623,62.5,64.4
16,Idaho,ID,2019-03-01,2.9,25796,848811,874607,62.5,64.4
16,Idaho,ID,2019-04-01,2.9,25841,850921,876762,62.5,64.4
16,Idaho,ID,2019-05-01,2.9,25872,853250,879122,62.6,64.5
16,Idaho,ID,2019-06-01,2.9,25887,855620,881507,62.6,64.5
16,Idaho,ID,2019-07-01,2.9,25852,858125,883977,62.7,64.6
16,Idaho,ID,2019-08-01,2.9,25739,860354,886093,62.7,64.6
16,Idaho,ID,2019-09-01,2.9,25573,862222,887795,62.7,64.6
16,Idaho,ID,2019-10-01,2.9,25422,863475,888897,62.7,64.5
16,Idaho,ID,2019-11-01,2.9,25377,863501,888878,62.5,64.4
16,Idaho,ID,2019-12-01,2.9,25389,863269,888658,62.4,64.2
16,Idaho,ID,2020-01-01,2.8,24748,865321,890069,62.4,64.2
16,Idaho,ID,2020-02-01,2.7,23839,867822,891661,62.5,64.2
16,Idaho,ID,2020-03-01,2.5,21974,872658,894632,62.7,64.3
16,Idaho,ID,2020-04-01,11.8,104291,781553,885844,56,63.5
16,Idaho,ID,2020-05-01,9,79228,803013,882241,57.4,63.1
16,Idaho,ID,2020-06-01,5.8,51639,843408,895047,60.2,63.9
16,Idaho,ID,2020-07-01,5,44722,856251,900973,61,64.2
17,Illinois,IL,1976-01-01,6.7,345022,4788469,5133491,58.9,63.2
17,Illinois,IL,1976-02-01,6.7,344341,4787725,5132066,58.8,63.1
17,Illinois,IL,1976-03-01,6.7,342028,4789790,5131818,58.8,63
17,Illinois,IL,1976-04-01,6.6,338510,4796640,5135150,58.8,63
17,Illinois,IL,1976-05-01,6.5,336736,4804591,5141327,58.9,63
17,Illinois,IL,1976-06-01,6.5,337010,4811721,5148731,58.9,63
17,Illinois,IL,1976-07-01,6.6,339248,4815656,5154904,58.8,63
17,Illinois,IL,1976-08-01,6.6,342052,4817462,5159514,58.8,63
17,Illinois,IL,1976-09-01,6.6,342365,4819299,5161664,58.8,62.9
17,Illinois,IL,1976-10-01,6.6,339419,4822883,5162302,58.8,62.9
17,Illinois,IL,1976-11-01,6.5,333870,4830097,5163967,58.8,62.8
17,Illinois,IL,1976-12-01,6.3,326747,4842649,5169396,58.9,62.8
17,Illinois,IL,1977-01-01,6.2,320423,4861433,5181856,59,62.9
17,Illinois,IL,1977-02-01,6.1,316261,4884765,5201026,59.3,63.1
17,Illinois,IL,1977-03-01,6,314898,4908178,5223076,59.5,63.3
17,Illinois,IL,1977-04-01,6,316499,4928603,5245102,59.7,63.5
17,Illinois,IL,1977-05-01,6.1,320912,4944440,5265352,59.8,63.7
17,Illinois,IL,1977-06-01,6.2,327540,4955641,5283181,59.9,63.8
17,Illinois,IL,1977-07-01,6.3,333563,4964523,5298086,59.9,63.9
17,Illinois,IL,1977-08-01,6.4,337580,4974415,5311995,60,64
17,Illinois,IL,1977-09-01,6.4,340081,4987142,5327223,60.1,64.2
17,Illinois,IL,1977-10-01,6.4,341009,5001735,5342744,60.2,64.3
17,Illinois,IL,1977-11-01,6.4,340807,5016340,5357147,60.3,64.4
17,Illinois,IL,1977-12-01,6.3,340919,5028504,5369423,60.4,64.5
17,Illinois,IL,1978-01-01,6.3,340888,5038595,5379483,60.5,64.6
17,Illinois,IL,1978-02-01,6.3,339992,5048100,5388092,60.6,64.6
17,Illinois,IL,1978-03-01,6.3,338211,5058245,5396456,60.6,64.7
17,Illinois,IL,1978-04-01,6.2,335245,5069425,5404670,60.7,64.7
17,Illinois,IL,1978-05-01,6.1,331237,5082006,5413243,60.8,64.8
17,Illinois,IL,1978-06-01,6,326025,5096035,5422060,60.9,64.8
17,Illinois,IL,1978-07-01,5.9,320935,5109904,5430839,61,64.9
17,Illinois,IL,1978-08-01,5.8,316730,5121852,5438582,61.1,64.9
17,Illinois,IL,1978-09-01,5.7,312811,5131592,5444403,61.2,65
17,Illinois,IL,1978-10-01,5.7,309661,5139995,5449656,61.3,65
17,Illinois,IL,1978-11-01,5.6,307505,5146787,5454292,61.4,65
17,Illinois,IL,1978-12-01,5.6,305916,5149603,5455519,61.4,65
17,Illinois,IL,1979-01-01,5.6,304260,5146556,5450816,61.3,64.9
17,Illinois,IL,1979-02-01,5.5,301794,5139335,5441129,61.2,64.8
17,Illinois,IL,1979-03-01,5.5,297219,5132116,5429335,61.1,64.6
17,Illinois,IL,1979-04-01,5.4,290726,5128267,5418993,61,64.4
17,Illinois,IL,1979-05-01,5.2,284207,5129683,5413890,61,64.3
17,Illinois,IL,1979-06-01,5.2,280614,5135092,5415706,61,64.3
17,Illinois,IL,1979-07-01,5.2,281562,5143098,5424660,61.1,64.4
17,Illinois,IL,1979-08-01,5.3,288147,5152362,5440509,61.1,64.6
17,Illinois,IL,1979-09-01,5.5,300425,5160998,5461423,61.2,64.8
17,Illinois,IL,1979-10-01,5.8,315772,5167243,5483015,61.3,65
17,Illinois,IL,1979-11-01,6,331540,5170104,5501644,61.3,65.2
17,Illinois,IL,1979-12-01,6.3,346799,5169767,5516566,61.2,65.3
17,Illinois,IL,1980-01-01,6.6,362215,5165643,5527858,61.1,65.4
17,Illinois,IL,1980-02-01,6.9,379520,5156497,5536017,61,65.5
17,Illinois,IL,1980-03-01,7.2,400632,5142025,5542657,60.8,65.5
17,Illinois,IL,1980-04-01,7.6,424332,5124072,5548404,60.6,65.6
17,Illinois,IL,1980-05-01,8.1,447661,5105610,5553271,60.3,65.6
17,Illinois,IL,1980-06-01,8.4,468214,5090240,5558454,60.1,65.6
17,Illinois,IL,1980-07-01,8.7,483859,5079298,5563157,59.9,65.6
17,Illinois,IL,1980-08-01,8.9,493259,5072084,5565343,59.8,65.6
17,Illinois,IL,1980-09-01,8.9,497113,5067712,5564825,59.7,65.6
17,Illinois,IL,1980-10-01,8.9,497835,5065969,5563804,59.7,65.5
17,Illinois,IL,1980-11-01,8.9,496742,5068386,5565128,59.7,65.5
17,Illinois,IL,1980-12-01,8.9,494363,5077315,5571678,59.7,65.5
17,Illinois,IL,1981-01-01,8.8,491069,5091853,5582922,59.9,65.6
17,Illinois,IL,1981-02-01,8.7,486145,5108897,5595042,60,65.7
17,Illinois,IL,1981-03-01,8.5,478852,5125962,5604814,60.2,65.8
17,Illinois,IL,1981-04-01,8.4,470933,5138889,5609822,60.3,65.8
17,Illinois,IL,1981-05-01,8.3,464416,5144243,5608659,60.3,65.8
17,Illinois,IL,1981-06-01,8.2,460305,5142340,5602645,60.3,65.7
17,Illinois,IL,1981-07-01,8.2,460036,5134632,5594668,60.2,65.5
17,Illinois,IL,1981-08-01,8.3,464068,5123127,5587195,60,65.4
17,Illinois,IL,1981-09-01,8.4,471499,5110122,5581621,59.8,65.4
17,Illinois,IL,1981-10-01,8.6,481687,5097157,5578844,59.7,65.3
17,Illinois,IL,1981-11-01,8.9,494474,5083402,5577876,59.5,65.3
17,Illinois,IL,1981-12-01,9.1,509292,5068972,5578264,59.3,65.3
17,Illinois,IL,1982-01-01,9.4,525095,5055467,5580562,59.1,65.3
17,Illinois,IL,1982-02-01,9.7,543188,5042708,5585896,59,65.3
17,Illinois,IL,1982-03-01,10.1,564375,5028883,5593258,58.8,65.4
17,Illinois,IL,1982-04-01,10.5,587796,5014575,5602371,58.6,65.5
17,Illinois,IL,1982-05-01,10.9,611574,5000438,5612012,58.5,65.6
17,Illinois,IL,1982-06-01,11.3,634243,4985310,5619553,58.3,65.7
17,Illinois,IL,1982-07-01,11.7,655650,4969292,5624942,58.1,65.7
17,Illinois,IL,1982-08-01,12,675619,4953377,5628996,57.9,65.8
17,Illinois,IL,1982-09-01,12.3,693832,4937858,5631690,57.7,65.8
17,Illinois,IL,1982-10-01,12.6,709800,4922745,5632545,57.5,65.8
17,Illinois,IL,1982-11-01,12.8,722594,4909014,5631608,57.3,65.8
17,Illinois,IL,1982-12-01,13,730815,4896003,5626818,57.1,65.7
17,Illinois,IL,1983-01-01,13.1,734683,4884183,5618866,57,65.6
17,Illinois,IL,1983-02-01,13.1,733222,4877115,5610337,56.9,65.5
17,Illinois,IL,1983-03-01,13,726092,4877393,5603485,56.9,65.4
17,Illinois,IL,1983-04-01,12.8,714739,4886331,5601070,57,65.3
17,Illinois,IL,1983-05-01,12.5,700098,4902836,5602934,57.2,65.3
17,Illinois,IL,1983-06-01,12.2,682338,4924334,5606672,57.4,65.4
17,Illinois,IL,1983-07-01,11.8,661201,4948113,5609314,57.7,65.4
17,Illinois,IL,1983-08-01,11.4,638041,4970550,5608591,57.9,65.4
17,Illinois,IL,1983-09-01,11,614757,4989517,5604274,58.1,65.3
17,Illinois,IL,1983-10-01,10.6,592774,5004881,5597655,58.3,65.2
17,Illinois,IL,1983-11-01,10.3,574281,5016965,5591246,58.4,65.1
17,Illinois,IL,1983-12-01,10,560556,5028028,5588584,58.5,65
17,Illinois,IL,1984-01-01,9.8,549235,5041504,5590739,58.6,65
17,Illinois,IL,1984-02-01,9.6,537692,5058549,5596241,58.8,65.1
17,Illinois,IL,1984-03-01,9.4,525710,5077329,5603039,59,65.1
17,Illinois,IL,1984-04-01,9.1,512993,5094128,5607121,59.2,65.1
17,Illinois,IL,1984-05-01,8.9,501568,5106724,5608292,59.3,65.1
17,Illinois,IL,1984-06-01,8.8,493211,5114630,5607841,59.4,65.1
17,Illinois,IL,1984-07-01,8.7,488375,5118074,5606449,59.4,65.1
17,Illinois,IL,1984-08-01,8.7,487997,5119214,5607211,59.4,65.1
17,Illinois,IL,1984-09-01,8.8,491674,5120651,5612325,59.4,65.1
17,Illinois,IL,1984-10-01,8.8,496594,5125314,5621908,59.4,65.2
17,Illinois,IL,1984-11-01,8.9,499944,5135571,5635515,59.6,65.4
17,Illinois,IL,1984-12-01,8.9,500996,5149963,5650959,59.7,65.5
17,Illinois,IL,1985-01-01,8.9,501299,5162968,5664267,59.9,65.7
17,Illinois,IL,1985-02-01,8.9,502887,5169385,5672272,59.9,65.8
17,Illinois,IL,1985-03-01,8.9,505652,5167793,5673445,59.9,65.8
17,Illinois,IL,1985-04-01,9,509265,5160193,5669458,59.8,65.7
17,Illinois,IL,1985-05-01,9.1,513679,5150153,5663832,59.7,65.6
17,Illinois,IL,1985-06-01,9.2,518656,5141738,5660394,59.6,65.6
17,Illinois,IL,1985-07-01,9.2,523615,5138149,5661764,59.5,65.6
17,Illinois,IL,1985-08-01,9.3,525033,5141938,5666971,59.5,65.6
17,Illinois,IL,1985-09-01,9.2,521833,5152005,5673838,59.6,65.7
17,Illinois,IL,1985-10-01,9.1,516389,5164156,5680545,59.7,65.7
17,Illinois,IL,1985-11-01,9,509842,5174331,5684173,59.8,65.7
17,Illinois,IL,1985-12-01,8.8,502866,5180479,5683345,59.9,65.7
17,Illinois,IL,1986-01-01,8.7,496774,5183639,5680413,59.9,65.6
17,Illinois,IL,1986-02-01,8.7,492387,5186958,5679345,59.9,65.6
17,Illinois,IL,1986-03-01,8.6,489437,5192710,5682147,59.9,65.6
17,Illinois,IL,1986-04-01,8.6,487376,5201679,5689055,60,65.6
17,Illinois,IL,1986-05-01,8.5,484475,5213107,5697582,60.1,65.7
17,Illinois,IL,1986-06-01,8.4,479730,5225438,5705168,60.2,65.7
17,Illinois,IL,1986-07-01,8.3,473078,5236739,5709817,60.3,65.8
17,Illinois,IL,1986-08-01,8.2,465621,5244677,5710298,60.4,65.7
17,Illinois,IL,1986-09-01,8,458363,5248652,5707015,60.4,65.7
17,Illinois,IL,1986-10-01,7.9,451557,5249593,5701150,60.4,65.5
17,Illinois,IL,1986-11-01,7.8,446627,5248165,5694792,60.3,65.4
17,Illinois,IL,1986-12-01,7.8,444368,5247800,5692168,60.3,65.4
17,Illinois,IL,1987-01-01,7.8,444549,5251060,5695609,60.3,65.4
17,Illinois,IL,1987-02-01,7.8,445729,5258662,5704391,60.3,65.4
17,Illinois,IL,1987-03-01,7.8,446544,5271571,5718115,60.4,65.5
17,Illinois,IL,1987-04-01,7.8,445312,5288616,5733928,60.6,65.7
17,Illinois,IL,1987-05-01,7.7,440948,5307857,5748805,60.8,65.8
17,Illinois,IL,1987-06-01,7.5,434064,5327448,5761512,61,65.9
17,Illinois,IL,1987-07-01,7.4,425888,5345431,5771319,61.1,66
17,Illinois,IL,1987-08-01,7.2,418233,5360287,5778520,61.3,66
17,Illinois,IL,1987-09-01,7.1,412221,5372267,5784488,61.4,66.1
17,Illinois,IL,1987-10-01,7.1,408792,5381636,5790428,61.5,66.1
17,Illinois,IL,1987-11-01,7,407665,5389223,5796888,61.5,66.2
17,Illinois,IL,1987-12-01,7,407924,5394076,5802000,61.5,66.2
17,Illinois,IL,1988-01-01,7,407791,5395933,5803724,61.5,66.2
17,Illinois,IL,1988-02-01,7,406147,5396509,5802656,61.5,66.1
17,Illinois,IL,1988-03-01,7,403242,5397563,5800805,61.5,66.1
17,Illinois,IL,1988-04-01,6.9,399484,5402075,5801559,61.5,66.1
17,Illinois,IL,1988-05-01,6.8,395172,5412010,5807182,61.6,66.1
17,Illinois,IL,1988-06-01,6.7,390872,5427535,5818407,61.8,66.2
17,Illinois,IL,1988-07-01,6.6,387162,5448491,5835653,62,66.4
17,Illinois,IL,1988-08-01,6.6,384446,5473537,5857983,62.2,66.6
17,Illinois,IL,1988-09-01,6.5,382129,5500643,5882772,62.5,66.8
17,Illinois,IL,1988-10-01,6.4,378511,5528359,5906870,62.8,67.1
17,Illinois,IL,1988-11-01,6.3,372842,5555740,5928582,63.1,67.3
17,Illinois,IL,1988-12-01,6.1,365473,5581684,5947157,63.4,67.5
17,Illinois,IL,1989-01-01,6,357841,5605659,5963500,63.6,67.7
17,Illinois,IL,1989-02-01,5.9,351850,5625843,5977693,63.8,67.8
17,Illinois,IL,1989-03-01,5.8,347588,5641204,5988792,64,67.9
17,Illinois,IL,1989-04-01,5.8,345390,5651070,5996460,64,68
17,Illinois,IL,1989-05-01,5.8,346179,5655388,6001567,64.1,68
17,Illinois,IL,1989-06-01,5.8,350079,5654824,6004903,64,68
17,Illinois,IL,1989-07-01,5.9,356874,5649410,6006284,64,68
17,Illinois,IL,1989-08-01,6.1,364970,5640768,6005738,63.8,68
17,Illinois,IL,1989-09-01,6.2,372133,5631272,6003405,63.7,67.9
17,Illinois,IL,1989-10-01,6.3,376838,5623373,6000211,63.6,67.8
17,Illinois,IL,1989-11-01,6.3,378035,5617681,5995716,63.5,67.8
17,Illinois,IL,1989-12-01,6.3,375666,5614040,5989706,63.4,67.7
17,Illinois,IL,1990-01-01,6.2,369939,5611552,5981491,65.1,69.3
17,Illinois,IL,1990-02-01,6.1,361916,5608796,5970712,64.9,69.1
17,Illinois,IL,1990-03-01,6,354810,5604177,5958987,64.8,68.9
17,Illinois,IL,1990-04-01,5.9,351638,5596690,5948328,64.6,68.6
17,Illinois,IL,1990-05-01,6,353528,5587470,5940998,64.3,68.4
17,Illinois,IL,1990-06-01,6.1,359232,5577951,5937183,64.1,68.3
17,Illinois,IL,1990-07-01,6.2,366159,5570512,5936671,64,68.2
17,Illinois,IL,1990-08-01,6.3,372386,5565824,5938210,63.9,68.2
17,Illinois,IL,1990-09-01,6.3,376729,5562434,5939163,63.8,68.1
17,Illinois,IL,1990-10-01,6.4,379160,5559094,5938254,63.7,68.1
17,Illinois,IL,1990-11-01,6.4,380321,5556420,5936741,63.6,68
17,Illinois,IL,1990-12-01,6.4,381274,5554447,5935721,63.6,67.9
17,Illinois,IL,1991-01-01,6.5,384117,5551641,5935758,63.5,67.9
17,Illinois,IL,1991-02-01,6.6,389702,5548073,5937775,63.4,67.9
17,Illinois,IL,1991-03-01,6.7,396928,5542934,5939862,63.4,67.9
17,Illinois,IL,1991-04-01,6.8,404118,5536039,5940157,63.2,67.9
17,Illinois,IL,1991-05-01,6.9,410418,5527990,5938408,63.1,67.8
17,Illinois,IL,1991-06-01,7,416577,5519302,5935879,63,67.7
17,Illinois,IL,1991-07-01,7.2,424840,5509685,5934525,62.8,67.7
17,Illinois,IL,1991-08-01,7.4,436704,5499911,5936615,62.7,67.7
17,Illinois,IL,1991-09-01,7.6,452444,5491747,5944191,62.5,67.7
17,Illinois,IL,1991-10-01,7.9,470339,5485884,5956223,62.4,67.7
17,Illinois,IL,1991-11-01,8.2,487061,5482821,5969882,62.3,67.9
17,Illinois,IL,1991-12-01,8.4,499647,5482949,5982596,62.3,68
17,Illinois,IL,1992-01-01,8.5,506790,5487199,5993989,62.3,68
17,Illinois,IL,1992-02-01,8.5,509016,5495382,6004398,62.4,68.1
17,Illinois,IL,1992-03-01,8.4,507475,5507752,6015227,62.5,68.2
17,Illinois,IL,1992-04-01,8.4,503741,5523487,6027228,62.6,68.3
17,Illinois,IL,1992-05-01,8.2,497676,5539780,6037456,62.7,68.4
17,Illinois,IL,1992-06-01,8.1,488314,5555029,6043343,62.9,68.4
17,Illinois,IL,1992-07-01,7.9,475680,5568969,6044649,63,68.3
17,Illinois,IL,1992-08-01,7.6,461336,5580379,6041715,63,68.2
17,Illinois,IL,1992-09-01,7.4,448496,5587479,6035975,63,68.1
17,Illinois,IL,1992-10-01,7.3,440239,5590132,6030371,63,68
17,Illinois,IL,1992-11-01,7.3,438827,5587929,6026756,62.9,67.9
17,Illinois,IL,1992-12-01,7.4,443967,5582543,6026510,62.8,67.8
17,Illinois,IL,1993-01-01,7.5,453009,5577350,6030359,62.7,67.8
17,Illinois,IL,1993-02-01,7.7,462608,5574958,6037566,62.6,67.8
17,Illinois,IL,1993-03-01,7.8,469773,5577596,6047369,62.6,67.9
17,Illinois,IL,1993-04-01,7.8,472656,5585815,6058471,62.7,68
17,Illinois,IL,1993-05-01,7.8,472232,5597871,6070103,62.8,68.1
17,Illinois,IL,1993-06-01,7.7,469651,5611343,6080994,62.9,68.1
17,Illinois,IL,1993-07-01,7.6,463861,5624196,6088057,63,68.1
17,Illinois,IL,1993-08-01,7.5,454839,5636366,6091205,63,68.1
17,Illinois,IL,1993-09-01,7.3,443636,5649146,6092782,63.1,68.1
17,Illinois,IL,1993-10-01,7.1,432163,5662291,6094454,63.2,68.1
17,Illinois,IL,1993-11-01,6.9,422069,5674944,6097013,63.4,68.1
17,Illinois,IL,1993-12-01,6.8,412836,5687275,6100111,63.5,68.1
17,Illinois,IL,1994-01-01,6.6,402741,5699115,6101856,63.6,68.1
17,Illinois,IL,1994-02-01,6.4,391022,5709701,6100723,63.7,68
17,Illinois,IL,1994-03-01,6.2,378823,5718376,6097199,63.7,68
17,Illinois,IL,1994-04-01,6,366930,5726024,6092954,63.8,67.9
17,Illinois,IL,1994-05-01,5.8,356184,5734624,6090808,63.9,67.8
17,Illinois,IL,1994-06-01,5.7,348236,5744841,6093077,63.9,67.8
17,Illinois,IL,1994-07-01,5.6,343673,5756268,6099941,64,67.8
17,Illinois,IL,1994-08-01,5.6,340628,5768247,6108875,64.1,67.9
17,Illinois,IL,1994-09-01,5.5,336089,5781134,6117223,64.2,68
17,Illinois,IL,1994-10-01,5.4,327820,5796007,6123827,64.4,68
17,Illinois,IL,1994-11-01,5.2,317076,5813398,6130474,64.5,68
17,Illinois,IL,1994-12-01,5,308218,5830245,6138463,64.7,68.1
17,Illinois,IL,1995-01-01,4.9,304153,5842877,6147030,64.8,68.2
17,Illinois,IL,1995-02-01,5,304971,5850507,6155478,64.9,68.2
17,Illinois,IL,1995-03-01,5,309364,5853051,6162415,64.9,68.3
17,Illinois,IL,1995-04-01,5.1,315349,5851199,6166548,64.8,68.3
17,Illinois,IL,1995-05-01,5.2,320358,5848054,6168412,64.8,68.3
17,Illinois,IL,1995-06-01,5.2,322462,5847071,6169533,64.7,68.3
17,Illinois,IL,1995-07-01,5.2,322237,5849867,6172104,64.7,68.3
17,Illinois,IL,1995-08-01,5.2,321457,5855541,6176998,64.7,68.3
17,Illinois,IL,1995-09-01,5.2,321807,5861723,6183530,64.8,68.3
17,Illinois,IL,1995-10-01,5.2,323743,5866491,6190234,64.8,68.3
17,Illinois,IL,1995-11-01,5.3,325658,5869321,6194979,64.7,68.3
17,Illinois,IL,1995-12-01,5.3,326852,5870953,6197805,64.7,68.3
17,Illinois,IL,1996-01-01,5.3,328189,5873160,6201349,64.7,68.4
17,Illinois,IL,1996-02-01,5.3,330779,5877235,6208014,64.8,68.4
17,Illinois,IL,1996-03-01,5.4,334208,5884200,6218408,64.8,68.5
17,Illinois,IL,1996-04-01,5.4,337282,5893748,6231030,64.9,68.6
17,Illinois,IL,1996-05-01,5.4,338922,5904544,6243466,64.9,68.7
17,Illinois,IL,1996-06-01,5.4,338189,5915471,6253660,65,68.7
17,Illinois,IL,1996-07-01,5.3,334862,5926243,6261105,65.1,68.8
17,Illinois,IL,1996-08-01,5.3,329825,5936670,6266495,65.2,68.8
17,Illinois,IL,1996-09-01,5.2,324617,5945094,6269711,65.2,68.8
17,Illinois,IL,1996-10-01,5.1,321233,5950270,6271503,65.2,68.7
17,Illinois,IL,1996-11-01,5.1,320389,5952830,6273219,65.2,68.7
17,Illinois,IL,1996-12-01,5.1,320293,5955179,6275472,65.2,68.7
17,Illinois,IL,1997-01-01,5.1,319012,5959410,6278422,65.2,68.7
17,Illinois,IL,1997-02-01,5,315306,5966112,6281418,65.3,68.7
17,Illinois,IL,1997-03-01,4.9,308690,5975503,6284193,65.4,68.7
17,Illinois,IL,1997-04-01,4.8,301126,5986729,6287855,65.5,68.8
17,Illinois,IL,1997-05-01,4.7,294590,5997048,6291638,65.5,68.8
17,Illinois,IL,1997-06-01,4.6,290449,6004697,6295146,65.6,68.8
17,Illinois,IL,1997-07-01,4.6,289359,6010198,6299557,65.6,68.8
17,Illinois,IL,1997-08-01,4.6,291309,6014181,6305490,65.6,68.8
17,Illinois,IL,1997-09-01,4.7,294851,6017720,6312571,65.6,68.8
17,Illinois,IL,1997-10-01,4.7,298712,6021190,6319902,65.6,68.8
17,Illinois,IL,1997-11-01,4.8,301110,6023994,6325104,65.6,68.8
17,Illinois,IL,1997-12-01,4.7,300345,6026305,6326650,65.5,68.8
17,Illinois,IL,1998-01-01,4.7,296524,6027860,6324384,65.5,68.7
17,Illinois,IL,1998-02-01,4.6,289970,6029714,6319684,65.5,68.7
17,Illinois,IL,1998-03-01,4.5,281755,6032651,6314406,65.5,68.6
17,Illinois,IL,1998-04-01,4.3,273967,6037913,6311880,65.5,68.5
17,Illinois,IL,1998-05-01,4.3,269264,6046421,6315685,65.6,68.5
17,Illinois,IL,1998-06-01,4.3,269420,6056815,6326235,65.6,68.6
17,Illinois,IL,1998-07-01,4.3,273768,6067299,6341067,65.7,68.7
17,Illinois,IL,1998-08-01,4.4,279455,6078419,6357874,65.8,68.8
17,Illinois,IL,1998-09-01,4.5,283977,6090854,6374831,65.9,68.9
17,Illinois,IL,1998-10-01,4.5,284408,6104642,6389050,66,69.1
17,Illinois,IL,1998-11-01,4.4,280169,6118827,6398996,66.1,69.1
17,Illinois,IL,1998-12-01,4.3,273885,6132028,6405913,66.2,69.1
17,Illinois,IL,1999-01-01,4.2,267779,6144070,6411849,66.3,69.2
