state.fips,county.fips,report.month.19,labor.force.19,unemployment.19,unemployment.rate.19,report.month.20,labor.force.20,unemployment.20,unemployment.rate.20,unemp.rate.diff
48,413,2019-09-01,1295,40,3.1,2020-09-01,1252,105,8.4,5.3
72,147,2019-09-01,2509,156,6.2,2020-09-01,2499,288,11.5,5.3
06,045,2019-09-01,39175,1214,3.1,2020-09-01,36672,3049,8.3,5.2
08,037,2019-09-01,36332,643,1.8,2020-09-01,34121,2377,7,5.2
13,089,2019-09-01,400810,12201,3,2020-09-01,393283,32157,8.2,5.2
13,121,2019-09-01,559050,17378,3.1,2020-09-01,548844,45613,8.3,5.2
17,115,2019-09-01,48723,2388,4.9,2020-09-01,48362,4892,10.1,5.2
26,035,2019-09-01,11661,506,4.3,2020-09-01,11624,1110,9.5,5.2
35,051,2019-09-01,3860,229,5.9,2020-09-01,3746,416,11.1,5.2
48,039,2019-09-01,180499,7725,4.3,2020-09-01,181113,17129,9.5,5.2
48,157,2019-09-01,393742,13461,3.4,2020-09-01,395165,34035,8.6,5.2
48,365,2019-09-01,10046,406,4,2020-09-01,10012,917,9.2,5.2
48,445,2019-09-01,4944,170,3.4,2020-09-01,4868,419,8.6,5.2
48,459,2019-09-01,17976,638,3.5,2020-09-01,17521,1517,8.7,5.2
06,111,2019-09-01,421441,14079,3.3,2020-09-01,407264,34149,8.4,5.1
08,031,2019-09-01,425492,9989,2.3,2020-09-01,432859,31838,7.4,5.1
17,163,2019-09-01,128007,5261,4.1,2020-09-01,128478,11876,9.2,5.1
26,013,2019-09-01,3173,138,4.3,2020-09-01,3150,297,9.4,5.1
26,085,2019-09-01,3669,187,5.1,2020-09-01,3887,395,10.2,5.1
35,035,2019-09-01,24671,1139,4.6,2020-09-01,24589,2377,9.7,5.1
44,009,2019-09-01,69261,1852,2.7,2020-09-01,68167,5313,7.8,5.1
47,037,2019-09-01,411570,9788,2.4,2020-09-01,410522,30859,7.5,5.1
48,363,2019-09-01,13632,415,3,2020-09-01,13631,1105,8.1,5.1
54,109,2019-09-01,6712,393,5.9,2020-09-01,5946,652,11,5.1
12,069,2019-09-01,161049,4714,2.9,2020-09-01,151751,11943,7.9,5
17,201,2019-09-01,139626,7360,5.3,2020-09-01,138055,14227,10.3,5
22,087,2019-09-01,19894,1013,5.1,2020-09-01,19730,2002,10.1,5
25,015,2019-09-01,90699,2364,2.6,2020-09-01,85885,6497,7.6,5
26,025,2019-09-01,61399,2192,3.6,2020-09-01,61230,5273,8.6,5
42,047,2019-09-01,15437,707,4.6,2020-09-01,14980,1435,9.6,5
44,001,2019-09-01,26060,697,2.7,2020-09-01,25760,1978,7.7,5
45,069,2019-09-01,9154,290,3.2,2020-09-01,9438,777,8.2,5
48,029,2019-09-01,954352,29310,3.1,2020-09-01,963669,77831,8.1,5
48,141,2019-09-01,365193,13654,3.7,2020-09-01,366529,31743,8.7,5
48,255,2019-09-01,7247,183,2.5,2020-09-01,7323,549,7.5,5
48,339,2019-09-01,285075,9530,3.3,2020-09-01,285382,23589,8.3,5
48,405,2019-09-01,3393,159,4.7,2020-09-01,3512,342,9.7,5
48,473,2019-09-01,23555,861,3.7,2020-09-01,23579,2047,8.7,5
56,025,2019-09-01,39108,1445,3.7,2020-09-01,39149,3412,8.7,5
05,069,2019-09-01,27741,1435,5.2,2020-09-01,26959,2732,10.1,4.9
06,069,2019-09-01,31349,1205,3.8,2020-09-01,30388,2651,8.7,4.9
06,097,2019-09-01,264030,6014,2.3,2020-09-01,250949,18130,7.2,4.9
12,105,2019-09-01,310844,10922,3.5,2020-09-01,310645,26050,8.4,4.9
13,287,2019-09-01,3104,99,3.2,2020-09-01,3076,248,8.1,4.9
16,013,2019-09-01,12240,240,2,2020-09-01,13312,915,6.9,4.9
26,145,2019-09-01,85602,3187,3.7,2020-09-01,85095,7358,8.6,4.9
35,005,2019-09-01,27033,1304,4.8,2020-09-01,27049,2624,9.7,4.9
35,043,2019-09-01,66598,3135,4.7,2020-09-01,67287,6429,9.6,4.9
45,023,2019-09-01,13366,407,3,2020-09-01,13503,1072,7.9,4.9
45,087,2019-09-01,11667,301,2.6,2020-09-01,11881,897,7.5,4.9
48,113,2019-09-01,1375918,45975,3.3,2020-09-01,1405628,114745,8.2,4.9
48,161,2019-09-01,6448,304,4.7,2020-09-01,6303,607,9.6,4.9
48,185,2019-09-01,11231,437,3.9,2020-09-01,11384,1003,8.8,4.9
48,203,2019-09-01,29753,1183,4,2020-09-01,28872,2580,8.9,4.9
48,237,2019-09-01,3488,110,3.2,2020-09-01,3318,268,8.1,4.9
48,489,2019-09-01,6672,500,7.5,2020-09-01,6713,834,12.4,4.9
54,041,2019-09-01,6886,394,5.7,2020-09-01,6114,651,10.6,4.9
54,055,2019-09-01,21224,1088,5.1,2020-09-01,19847,1988,10,4.9
54,067,2019-09-01,9502,501,5.3,2020-09-01,8668,884,10.2,4.9
01,073,2019-09-01,316826,7875,2.5,2020-09-01,317444,23045,7.3,4.8
01,129,2019-09-01,6835,266,3.9,2020-09-01,7249,631,8.7,4.8
05,073,2019-09-01,2443,114,4.7,2020-09-01,2466,234,9.5,4.8
06,019,2019-09-01,452958,25413,5.6,2020-09-01,442464,45930,10.4,4.8
06,047,2019-09-01,117807,6806,5.8,2020-09-01,114571,12095,10.6,4.8
06,087,2019-09-01,142734,4707,3.3,2020-09-01,128704,10426,8.1,4.8
16,079,2019-09-01,5041,212,4.2,2020-09-01,5575,499,9,4.8
17,063,2019-09-01,25145,864,3.4,2020-09-01,24145,1990,8.2,4.8
18,097,2019-09-01,493075,14300,2.9,2020-09-01,500660,38365,7.7,4.8
20,191,2019-09-01,10962,324,3,2020-09-01,10940,849,7.8,4.8
37,021,2019-09-01,142784,3744,2.6,2020-09-01,134601,10020,7.4,4.8
37,051,2019-09-01,128690,5858,4.6,2020-09-01,123486,11660,9.4,4.8
38,053,2019-09-01,10430,159,1.5,2020-09-01,9681,611,6.3,4.8
39,049,2019-09-01,699910,24644,3.5,2020-09-01,690992,57562,8.3,4.8
39,085,2019-09-01,126873,4109,3.2,2020-09-01,110890,8858,8,4.8
39,099,2019-09-01,102850,5472,5.3,2020-09-01,97780,9922,10.1,4.8
54,039,2019-09-01,82944,3480,4.2,2020-09-01,81312,7279,9,4.8
01,055,2019-09-01,42423,1227,2.9,2020-09-01,41232,3153,7.6,4.7
05,077,2019-09-01,2827,121,4.3,2020-09-01,2738,247,9,4.7
06,023,2019-09-01,62790,1846,2.9,2020-09-01,59568,4535,7.6,4.7
06,079,2019-09-01,139872,3538,2.5,2020-09-01,130141,9371,7.2,4.7
06,085,2019-09-01,1056884,23930,2.3,2020-09-01,1023880,72147,7,4.7
13,095,2019-09-01,38579,1684,4.4,2020-09-01,37028,3353,9.1,4.7
17,089,2019-09-01,274086,10028,3.7,2020-09-01,267359,22489,8.4,4.7
22,051,2019-09-01,213041,9206,4.3,2020-09-01,210352,18861,9,4.7
26,119,2019-09-01,2966,161,5.4,2020-09-01,3051,308,10.1,4.7
28,027,2019-09-01,8321,594,7.1,2020-09-01,8748,1036,11.8,4.7
28,051,2019-09-01,5674,548,9.7,2020-09-01,5624,811,14.4,4.7
37,007,2019-09-01,10773,414,3.8,2020-09-01,10720,913,8.5,4.7
37,181,2019-09-01,17534,940,5.4,2020-09-01,17990,1815,10.1,4.7
39,013,2019-09-01,29965,1524,5.1,2020-09-01,28034,2761,9.8,4.7
39,081,2019-09-01,27828,1571,5.6,2020-09-01,27552,2837,10.3,4.7
39,113,2019-09-01,252762,10338,4.1,2020-09-01,254335,22317,8.8,4.7
41,007,2019-09-01,19849,581,2.9,2020-09-01,19127,1455,7.6,4.7
48,005,2019-09-01,36136,1413,3.9,2020-09-01,35786,3065,8.6,4.7
48,385,2019-09-01,1003,41,4.1,2020-09-01,978,86,8.8,4.7
48,389,2019-09-01,11259,212,1.9,2020-09-01,12350,815,6.6,4.7
48,401,2019-09-01,23185,824,3.6,2020-09-01,22524,1880,8.3,4.7
48,407,2019-09-01,11784,532,4.5,2020-09-01,11743,1075,9.2,4.7
48,429,2019-09-01,4062,125,3.1,2020-09-01,3979,309,7.8,4.7
48,455,2019-09-01,5382,249,4.6,2020-09-01,5273,489,9.3,4.7
51,183,2019-09-01,3839,169,4.4,2020-09-01,3744,339,9.1,4.7
51,590,2019-09-01,19125,912,4.8,2020-09-01,18807,1793,9.5,4.7
51,685,2019-09-01,9458,208,2.2,2020-09-01,9239,635,6.9,4.7
51,770,2019-09-01,49451,1374,2.8,2020-09-01,48401,3640,7.5,4.7
54,097,2019-09-01,9837,522,5.3,2020-09-01,8827,880,10,4.7
01,035,2019-09-01,4548,159,3.5,2020-09-01,4903,395,8.1,4.6
06,033,2019-09-01,29277,1167,4,2020-09-01,28682,2478,8.6,4.6
06,057,2019-09-01,48495,1356,2.8,2020-09-01,45776,3393,7.4,4.6
08,005,2019-09-01,372327,8889,2.4,2020-09-01,377186,26351,7,4.6
08,097,2019-09-01,11218,267,2.4,2020-09-01,10716,754,7,4.6
17,153,2019-09-01,2042,107,5.2,2020-09-01,1975,194,9.8,4.6
34,031,2019-09-01,241585,9762,4,2020-09-01,235228,20269,8.6,4.6
37,081,2019-09-01,265865,9748,3.7,2020-09-01,256098,21379,8.3,4.6
39,043,2019-09-01,37862,1527,4,2020-09-01,36519,3153,8.6,4.6
39,061,2019-09-01,418568,15726,3.8,2020-09-01,419872,35087,8.4,4.6
39,155,2019-09-01,86574,4901,5.7,2020-09-01,82158,8440,10.3,4.6
42,051,2019-09-01,57073,2934,5.1,2020-09-01,55925,5440,9.7,4.6
42,089,2019-09-01,82865,4317,5.2,2020-09-01,78931,7704,9.8,4.6
48,067,2019-09-01,12435,525,4.2,2020-09-01,12538,1101,8.8,4.6
48,097,2019-09-01,19688,536,2.7,2020-09-01,20180,1475,7.3,4.6
48,109,2019-09-01,1066,44,4.1,2020-09-01,1001,87,8.7,4.6
48,123,2019-09-01,9856,249,2.5,2020-09-01,9827,696,7.1,4.6
48,431,2019-09-01,580,17,2.9,2020-09-01,563,42,7.5,4.6
48,439,2019-09-01,1089878,34598,3.2,2020-09-01,1091491,84870,7.8,4.6
48,481,2019-09-01,21840,732,3.4,2020-09-01,21594,1721,8,4.6
49,043,2019-09-01,23979,493,2.1,2020-09-01,23102,1552,6.7,4.6
53,059,2019-09-01,5511,235,4.3,2020-09-01,5369,478,8.9,4.6
54,015,2019-09-01,3123,204,6.5,2020-09-01,3065,340,11.1,4.6
01,015,2019-09-01,45820,1365,3,2020-09-01,44459,3352,7.5,4.5
01,125,2019-09-01,105496,2380,2.3,2020-09-01,105046,7185,6.8,4.5
05,139,2019-09-01,15826,770,4.9,2020-09-01,15516,1466,9.4,4.5
06,007,2019-09-01,99693,3998,4,2020-09-01,93862,7976,8.5,4.5
06,017,2019-09-01,92231,2729,3,2020-09-01,88790,6639,7.5,4.5
06,027,2019-09-01,8824,246,2.8,2020-09-01,8134,594,7.3,4.5
06,041,2019-09-01,141022,2873,2,2020-09-01,133376,8640,6.5,4.5
08,001,2019-09-01,277989,7020,2.5,2020-09-01,280667,19706,7,4.5
08,019,2019-09-01,6191,142,2.3,2020-09-01,6265,428,6.8,4.5
10,003,2019-09-01,297006,11734,4,2020-09-01,299503,25514,8.5,4.5
16,055,2019-09-01,80050,2124,2.7,2020-09-01,80268,5745,7.2,4.5
18,089,2019-09-01,231582,9798,4.2,2020-09-01,227754,19802,8.7,4.5
26,075,2019-09-01,72954,2286,3.1,2020-09-01,73802,5639,7.6,4.5
34,017,2019-09-01,361011,11552,3.2,2020-09-01,350933,26864,7.7,4.5
35,001,2019-09-01,334563,14460,4.3,2020-09-01,337739,29660,8.8,4.5
37,119,2019-09-01,630299,20560,3.3,2020-09-01,611172,47585,7.8,4.5
38,089,2019-09-01,18404,309,1.7,2020-09-01,18076,1127,6.2,4.5
39,153,2019-09-01,272833,11001,4,2020-09-01,263835,22440,8.5,4.5
48,083,2019-09-01,2891,116,4,2020-09-01,2862,243,8.5,4.5
48,283,2019-09-01,4354,113,2.6,2020-09-01,4233,302,7.1,4.5
48,293,2019-09-01,8616,317,3.7,2020-09-01,8720,715,8.2,4.5
48,461,2019-09-01,1675,45,2.7,2020-09-01,1658,119,7.2,4.5
49,019,2019-09-01,6550,110,1.7,2020-09-01,6835,427,6.2,4.5
53,061,2019-09-01,443684,13436,3,2020-09-01,437357,32851,7.5,4.5
54,013,2019-09-01,2520,232,9.2,2020-09-01,2139,293,13.7,4.5
55,053,2019-09-01,10219,290,2.8,2020-09-01,10313,756,7.3,4.5
05,041,2019-09-01,5359,221,4.1,2020-09-01,5274,446,8.5,4.4
05,107,2019-09-01,6317,362,5.7,2020-09-01,6198,628,10.1,4.4
05,123,2019-09-01,8193,381,4.7,2020-09-01,8090,740,9.1,4.4
06,061,2019-09-01,188662,5179,2.7,2020-09-01,181275,12830,7.1,4.4
06,083,2019-09-01,218504,6458,3,2020-09-01,211714,15610,7.4,4.4
09,001,2019-09-01,479513,16300,3.4,2020-09-01,466596,36243,7.8,4.4
13,051,2019-09-01,138515,4173,3,2020-09-01,136050,10083,7.4,4.4
17,165,2019-09-01,9621,465,4.8,2020-09-01,9716,898,9.2,4.4
25,007,2019-09-01,10322,228,2.2,2020-09-01,10416,684,6.6,4.4
26,039,2019-09-01,5581,231,4.1,2020-09-01,5391,460,8.5,4.4
26,125,2019-09-01,686212,22486,3.3,2020-09-01,652711,50036,7.7,4.4
26,127,2019-09-01,12405,476,3.8,2020-09-01,12047,991,8.2,4.4
26,143,2019-09-01,7805,403,5.2,2020-09-01,7676,740,9.6,4.4
39,029,2019-09-01,47472,2139,4.5,2020-09-01,46727,4174,8.9,4.4
41,005,2019-09-01,219773,6370,2.9,2020-09-01,213574,15558,7.3,4.4
41,011,2019-09-01,26057,1000,3.8,2020-09-01,25459,2079,8.2,4.4
42,007,2019-09-01,84266,3529,4.2,2020-09-01,82328,7100,8.6,4.4
48,337,2019-09-01,9406,270,2.9,2020-09-01,9251,673,7.3,4.4
48,483,2019-09-01,2275,72,3.2,2020-09-01,2223,168,7.6,4.4
54,007,2019-09-01,5290,304,5.7,2020-09-01,4698,475,10.1,4.4
54,035,2019-09-01,13495,570,4.2,2020-09-01,12217,1052,8.6,4.4
01,099,2019-09-01,7394,311,4.2,2020-09-01,8110,693,8.5,4.3
06,009,2019-09-01,21733,674,3.1,2020-09-01,20317,1508,7.4,4.3
06,031,2019-09-01,57497,3444,6,2020-09-01,55213,5697,10.3,4.3
06,107,2019-09-01,204349,16238,7.9,2020-09-01,190630,23291,12.2,4.3
08,049,2019-09-01,9581,172,1.8,2020-09-01,8358,508,6.1,4.3
10,001,2019-09-01,78818,3425,4.3,2020-09-01,83518,7196,8.6,4.3
13,247,2019-09-01,44881,1488,3.3,2020-09-01,43624,3309,7.6,4.3
13,273,2019-09-01,3510,142,4,2020-09-01,3345,276,8.3,4.3
17,097,2019-09-01,378397,12896,3.4,2020-09-01,369848,28318,7.7,4.3
23,017,2019-09-01,25851,711,2.8,2020-09-01,25544,1821,7.1,4.3
24,510,2019-09-01,290883,13871,4.8,2020-09-01,274948,25055,9.1,4.3
26,021,2019-09-01,72828,2373,3.3,2020-09-01,74417,5645,7.6,4.3
26,079,2019-09-01,7884,305,3.9,2020-09-01,8443,689,8.2,4.3
26,101,2019-09-01,10585,425,4,2020-09-01,10184,843,8.3,4.3
35,006,2019-09-01,8968,543,6.1,2020-09-01,8912,929,10.4,4.3
37,071,2019-09-01,112459,3856,3.4,2020-09-01,108735,8358,7.7,4.3
37,153,2019-09-01,16680,798,4.8,2020-09-01,17225,1567,9.1,4.3
37,155,2019-09-01,50113,2439,4.9,2020-09-01,50913,4660,9.2,4.3
37,185,2019-09-01,6641,341,5.1,2020-09-01,6869,649,9.4,4.3
41,057,2019-09-01,12041,372,3.1,2020-09-01,11600,862,7.4,4.3
48,063,2019-09-01,5026,204,4.1,2020-09-01,4969,417,8.4,4.3
48,165,2019-09-01,9818,231,2.4,2020-09-01,9671,649,6.7,4.3
48,471,2019-09-01,24434,940,3.8,2020-09-01,23992,1941,8.1,4.3
48,485,2019-09-01,56397,1714,3,2020-09-01,56253,4117,7.3,4.3
51,017,2019-09-01,2566,57,2.2,2020-09-01,2583,169,6.5,4.3
51,081,2019-09-01,4279,136,3.2,2020-09-01,4222,316,7.5,4.3
54,081,2019-09-01,30816,1259,4.1,2020-09-01,30873,2608,8.4,4.3
72,047,2019-09-01,8756,790,9,2020-09-01,8734,1160,13.3,4.3
08,055,2019-09-01,2588,107,4.1,2020-09-01,2472,204,8.3,4.2
13,021,2019-09-01,67664,2372,3.5,2020-09-01,65883,5061,7.7,4.2
13,081,2019-09-01,9400,312,3.3,2020-09-01,9404,707,7.5,4.2
13,097,2019-09-01,73529,2338,3.2,2020-09-01,71466,5317,7.4,4.2
13,151,2019-09-01,115633,3653,3.2,2020-09-01,112422,8330,7.4,4.2
13,199,2019-09-01,8942,354,4,2020-09-01,8670,712,8.2,4.2
16,017,2019-09-01,20018,611,3.1,2020-09-01,21896,1591,7.3,4.2
16,085,2019-09-01,5641,135,2.4,2020-09-01,6067,398,6.6,4.2
17,167,2019-09-01,101252,3621,3.6,2020-09-01,100972,7918,7.8,4.2
18,091,2019-09-01,47777,1695,3.5,2020-09-01,47111,3611,7.7,4.2
25,019,2019-09-01,8561,144,1.7,2020-09-01,8624,512,5.9,4.2
27,123,2019-09-01,292994,8009,2.7,2020-09-01,289293,19899,6.9,4.2
28,053,2019-09-01,2208,208,9.4,2020-09-01,2285,311,13.6,4.2
32,029,2019-09-01,2052,66,3.2,2020-09-01,2009,149,7.4,4.2
35,039,2019-09-01,17035,828,4.9,2020-09-01,16087,1460,9.1,4.2
35,057,2019-09-01,5759,357,6.2,2020-09-01,5543,579,10.4,4.2
42,073,2019-09-01,40718,1761,4.3,2020-09-01,39133,3335,8.5,4.2
42,079,2019-09-01,157533,8327,5.3,2020-09-01,150637,14305,9.5,4.2
45,021,2019-09-01,25220,565,2.2,2020-09-01,26067,1680,6.4,4.2
