state.fips,county.fips,county,state.abbr,report.month.19,civilian.labor.force.19,unemployed.19,rate.unemployed.19,report.month.20,civilian.labor.force.20,unemployed.20,rate.unemployed.20,unemp.rate.diff
46,051,Grant County,SD,2019-03-01,4483,224,5,2020-03-01,4510,215,4.8,-0.2
46,055,Haakon County,SD,2019-03-01,1059,34,3.2,2020-03-01,1059,32,3,-0.2
46,083,Lincoln County,SD,2019-03-01,34246,946,2.8,2020-03-01,34766,908,2.6,-0.2
46,085,Lyman County,SD,2019-03-01,1627,83,5.1,2020-03-01,1648,80,4.9,-0.2
46,097,Miner County,SD,2019-03-01,1180,34,2.9,2020-03-01,1193,32,2.7,-0.2
46,103,Pennington County,SD,2019-03-01,54962,2052,3.7,2020-03-01,56660,1994,3.5,-0.2
46,125,Turner County,SD,2019-03-01,4733,173,3.7,2020-03-01,4785,169,3.5,-0.2
46,129,Walworth County,SD,2019-03-01,2118,147,6.9,2020-03-01,2131,143,6.7,-0.2
47,087,Jackson County,TN,2019-03-01,4702,247,5.3,2020-03-01,4750,244,5.1,-0.2
51,097,King and Queen County,VA,2019-03-01,3830,126,3.3,2020-03-01,3859,119,3.1,-0.2
55,017,Chippewa County,WI,2019-03-01,33412,1689,5.1,2020-03-01,33415,1623,4.9,-0.2
55,023,Crawford County,WI,2019-03-01,7569,448,5.9,2020-03-01,7405,423,5.7,-0.2
55,043,Grant County,WI,2019-03-01,28140,1073,3.8,2020-03-01,28117,1002,3.6,-0.2
55,049,Iowa County,WI,2019-03-01,13602,536,3.9,2020-03-01,13762,504,3.7,-0.2
55,065,Lafayette County,WI,2019-03-01,9940,331,3.3,2020-03-01,10079,314,3.1,-0.2
55,071,Manitowoc County,WI,2019-03-01,40996,1613,3.9,2020-03-01,40640,1490,3.7,-0.2
55,117,Sheboygan County,WI,2019-03-01,61845,1851,3,2020-03-01,61019,1736,2.8,-0.2
55,125,Vilas County,WI,2019-03-01,9518,561,5.9,2020-03-01,9526,544,5.7,-0.2
56,027,Niobrara County,WY,2019-03-01,1199,36,3,2020-03-01,1183,33,2.8,-0.2
56,045,Weston County,WY,2019-03-01,3783,128,3.4,2020-03-01,3826,123,3.2,-0.2
01,035,Conecuh County,AL,2019-03-01,4544,207,4.6,2020-03-01,4413,190,4.3,-0.3
01,081,Lee County,AL,2019-03-01,76430,2522,3.3,2020-03-01,75892,2305,3,-0.3
01,111,Randolph County,AL,2019-03-01,9672,353,3.6,2020-03-01,9515,310,3.3,-0.3
01,119,Sumter County,AL,2019-03-01,4822,238,4.9,2020-03-01,4712,215,4.6,-0.3
02,130,Ketchikan Gateway Borough,AK,2019-03-01,6305,480,7.6,2020-03-01,6202,451,7.3,-0.3
12,045,Gulf County,FL,2019-03-01,5762,316,5.5,2020-03-01,5666,292,5.2,-0.3
13,273,Terrell County,GA,2019-03-01,3524,192,5.4,2020-03-01,3513,180,5.1,-0.3
16,005,Bannock County,ID,2019-03-01,42955,1313,3.1,2020-03-01,43591,1199,2.8,-0.3
16,007,Bear Lake County,ID,2019-03-01,2909,102,3.5,2020-03-01,2948,95,3.2,-0.3
16,015,Boise County,ID,2019-03-01,3519,190,5.4,2020-03-01,3645,185,5.1,-0.3
16,025,Camas County,ID,2019-03-01,678,22,3.2,2020-03-01,690,20,2.9,-0.3
16,041,Franklin County,ID,2019-03-01,7048,182,2.6,2020-03-01,7121,163,2.3,-0.3
16,065,Madison County,ID,2019-03-01,21680,431,2,2020-03-01,22182,382,1.7,-0.3
18,005,Bartholomew County,IN,2019-03-01,44883,1268,2.8,2020-03-01,43584,1098,2.5,-0.3
18,009,Blackford County,IN,2019-03-01,5111,241,4.7,2020-03-01,4680,208,4.4,-0.3
18,015,Carroll County,IN,2019-03-01,10287,372,3.6,2020-03-01,10205,340,3.3,-0.3
18,017,Cass County,IN,2019-03-01,18058,752,4.2,2020-03-01,17251,681,3.9,-0.3
18,023,Clinton County,IN,2019-03-01,17255,511,3,2020-03-01,16521,448,2.7,-0.3
18,039,Elkhart County,IN,2019-03-01,114568,3532,3.1,2020-03-01,109061,3040,2.8,-0.3
18,047,Franklin County,IN,2019-03-01,11402,465,4.1,2020-03-01,10815,413,3.8,-0.3
18,053,Grant County,IN,2019-03-01,32543,1301,4,2020-03-01,31341,1171,3.7,-0.3
18,057,Hamilton County,IN,2019-03-01,183429,4965,2.7,2020-03-01,178689,4330,2.4,-0.3
18,059,Hancock County,IN,2019-03-01,40239,1291,3.2,2020-03-01,39076,1132,2.9,-0.3
18,063,Hendricks County,IN,2019-03-01,89894,2629,2.9,2020-03-01,87612,2303,2.6,-0.3
18,071,Jackson County,IN,2019-03-01,22830,653,2.9,2020-03-01,22241,575,2.6,-0.3
18,073,Jasper County,IN,2019-03-01,16544,808,4.9,2020-03-01,15710,721,4.6,-0.3
18,081,Johnson County,IN,2019-03-01,82895,2463,3,2020-03-01,80640,2181,2.7,-0.3
18,099,Marshall County,IN,2019-03-01,23180,800,3.5,2020-03-01,22025,705,3.2,-0.3
18,101,Martin County,IN,2019-03-01,5328,160,3,2020-03-01,5189,140,2.7,-0.3
18,121,Parke County,IN,2019-03-01,6999,281,4,2020-03-01,6583,244,3.7,-0.3
18,125,Pike County,IN,2019-03-01,6132,230,3.8,2020-03-01,5955,210,3.5,-0.3
18,129,Posey County,IN,2019-03-01,13731,407,3,2020-03-01,13116,360,2.7,-0.3
18,135,Randolph County,IN,2019-03-01,11537,511,4.4,2020-03-01,10678,438,4.1,-0.3
18,137,Ripley County,IN,2019-03-01,14412,541,3.8,2020-03-01,13789,476,3.5,-0.3
18,151,Steuben County,IN,2019-03-01,20488,580,2.8,2020-03-01,20220,508,2.5,-0.3
18,153,Sullivan County,IN,2019-03-01,8507,410,4.8,2020-03-01,8074,363,4.5,-0.3
18,169,Wabash County,IN,2019-03-01,15240,535,3.5,2020-03-01,14667,468,3.2,-0.3
18,181,White County,IN,2019-03-01,13538,427,3.2,2020-03-01,13044,373,2.9,-0.3
18,183,Whitley County,IN,2019-03-01,17786,591,3.3,2020-03-01,17196,510,3,-0.3
20,043,Doniphan County,KS,2019-03-01,4092,153,3.7,2020-03-01,4096,138,3.4,-0.3
20,071,Greeley County,KS,2019-03-01,772,18,2.3,2020-03-01,768,15,2,-0.3
20,085,Jackson County,KS,2019-03-01,7135,243,3.4,2020-03-01,7199,226,3.1,-0.3
20,119,Meade County,KS,2019-03-01,2130,55,2.6,2020-03-01,2119,48,2.3,-0.3
20,143,Ottawa County,KS,2019-03-01,2957,86,2.9,2020-03-01,2987,78,2.6,-0.3
20,147,Phillips County,KS,2019-03-01,2606,73,2.8,2020-03-01,2612,65,2.5,-0.3
20,153,Rawlins County,KS,2019-03-01,1426,34,2.4,2020-03-01,1488,31,2.1,-0.3
20,161,Riley County,KS,2019-03-01,35486,1009,2.8,2020-03-01,35599,892,2.5,-0.3
20,165,Rush County,KS,2019-03-01,1610,59,3.7,2020-03-01,1606,54,3.4,-0.3
20,167,Russell County,KS,2019-03-01,3309,99,3,2020-03-01,3192,87,2.7,-0.3
24,003,Anne Arundel County,MD,2019-03-01,315309,10041,3.2,2020-03-01,318994,9260,2.9,-0.3
24,005,Baltimore County,MD,2019-03-01,454048,17609,3.9,2020-03-01,459289,16354,3.6,-0.3
24,013,Carroll County,MD,2019-03-01,96454,3015,3.1,2020-03-01,97141,2676,2.8,-0.3
24,021,Frederick County,MD,2019-03-01,135174,4502,3.3,2020-03-01,135907,4068,3,-0.3
24,031,Montgomery County,MD,2019-03-01,561776,17269,3.1,2020-03-01,565289,15631,2.8,-0.3
24,045,Wicomico County,MD,2019-03-01,49983,2553,5.1,2020-03-01,51029,2431,4.8,-0.3
24,510,Baltimore city,MD,2019-03-01,287840,14917,5.2,2020-03-01,291400,14156,4.9,-0.3
26,043,Dickinson County,MI,2019-03-01,12212,576,4.7,2020-03-01,11946,525,4.4,-0.3
27,027,Clay County,MN,2019-03-01,36217,1450,4,2020-03-01,36226,1337,3.7,-0.3
27,031,Cook County,MN,2019-03-01,2891,175,6.1,2020-03-01,2856,166,5.8,-0.3
27,033,Cottonwood County,MN,2019-03-01,5846,251,4.3,2020-03-01,5895,234,4,-0.3
27,035,Crow Wing County,MN,2019-03-01,31653,1885,6,2020-03-01,31452,1808,5.7,-0.3
27,065,Kanabec County,MN,2019-03-01,9173,826,9,2020-03-01,9055,791,8.7,-0.3
27,067,Kandiyohi County,MN,2019-03-01,24243,1156,4.8,2020-03-01,23719,1062,4.5,-0.3
27,075,Lake County,MN,2019-03-01,5418,251,4.6,2020-03-01,5306,229,4.3,-0.3
27,093,Meeker County,MN,2019-03-01,13331,736,5.5,2020-03-01,13179,679,5.2,-0.3
27,115,Pine County,MN,2019-03-01,15109,1191,7.9,2020-03-01,15005,1140,7.6,-0.3
27,143,Sibley County,MN,2019-03-01,8505,441,5.2,2020-03-01,8294,404,4.9,-0.3
28,019,Choctaw County,MS,2019-03-01,3804,203,5.3,2020-03-01,3700,186,5,-0.3
28,045,Hancock County,MS,2019-03-01,18584,1011,5.4,2020-03-01,18641,958,5.1,-0.3
28,059,Jackson County,MS,2019-03-01,57902,3372,5.8,2020-03-01,57805,3153,5.5,-0.3
28,085,Lincoln County,MS,2019-03-01,14455,761,5.3,2020-03-01,14379,719,5,-0.3
28,091,Marion County,MS,2019-03-01,9871,519,5.3,2020-03-01,9917,498,5,-0.3
28,129,Smith County,MS,2019-03-01,6853,340,5,2020-03-01,6872,326,4.7,-0.3
28,157,Wilkinson County,MS,2019-03-01,2770,259,9.4,2020-03-01,2777,252,9.1,-0.3
28,159,Winston County,MS,2019-03-01,7401,447,6,2020-03-01,7401,423,5.7,-0.3
30,013,Cascade County,MT,2019-03-01,38029,1534,4,2020-03-01,37774,1393,3.7,-0.3
30,027,Fergus County,MT,2019-03-01,5757,258,4.5,2020-03-01,6102,257,4.2,-0.3
30,037,Golden Valley County,MT,2019-03-01,365,19,5.2,2020-03-01,370,18,4.9,-0.3
30,041,Hill County,MT,2019-03-01,7607,294,3.9,2020-03-01,7653,273,3.6,-0.3
30,071,Phillips County,MT,2019-03-01,1847,85,4.6,2020-03-01,1893,82,4.3,-0.3
30,085,Roosevelt County,MT,2019-03-01,4472,233,5.2,2020-03-01,4486,219,4.9,-0.3
31,173,Thurston County,NE,2019-03-01,3059,166,5.4,2020-03-01,3170,161,5.1,-0.3
33,005,Cheshire County,NH,2019-03-01,41213,1281,3.1,2020-03-01,40902,1141,2.8,-0.3
35,021,Harding County,NM,2019-03-01,268,13,4.9,2020-03-01,284,13,4.6,-0.3
37,041,Chowan County,NC,2019-03-01,5539,272,4.9,2020-03-01,5400,251,4.6,-0.3
38,017,Cass County,ND,2019-03-01,101401,2687,2.6,2020-03-01,102653,2353,2.3,-0.3
38,025,Dunn County,ND,2019-03-01,3102,62,2,2020-03-01,3210,53,1.7,-0.3
38,039,Griggs County,ND,2019-03-01,1012,29,2.9,2020-03-01,1023,27,2.6,-0.3
38,073,Ransom County,ND,2019-03-01,2752,60,2.2,2020-03-01,2797,53,1.9,-0.3
38,087,Slope County,ND,2019-03-01,383,9,2.3,2020-03-01,404,8,2,-0.3
40,017,Canadian County,OK,2019-03-01,73910,2039,2.8,2020-03-01,74279,1860,2.5,-0.3
40,025,Cimarron County,OK,2019-03-01,1291,23,1.8,2020-03-01,1334,20,1.5,-0.3
40,087,McClain County,OK,2019-03-01,19480,527,2.7,2020-03-01,19625,469,2.4,-0.3
40,095,Marshall County,OK,2019-03-01,6815,239,3.5,2020-03-01,6987,221,3.2,-0.3
40,103,Noble County,OK,2019-03-01,5731,141,2.5,2020-03-01,5686,125,2.2,-0.3
40,127,Pushmataha County,OK,2019-03-01,4245,204,4.8,2020-03-01,4204,191,4.5,-0.3
45,011,Barnwell County,SC,2019-03-01,8277,412,5,2020-03-01,8304,392,4.7,-0.3
45,015,Berkeley County,SC,2019-03-01,104249,3149,3,2020-03-01,105453,2835,2.7,-0.3
45,027,Clarendon County,SC,2019-03-01,12592,556,4.4,2020-03-01,12707,516,4.1,-0.3
45,037,Edgefield County,SC,2019-03-01,10714,354,3.3,2020-03-01,10830,325,3,-0.3
45,049,Hampton County,SC,2019-03-01,8261,261,3.2,2020-03-01,8393,240,2.9,-0.3
45,059,Laurens County,SC,2019-03-01,30296,1050,3.5,2020-03-01,30601,972,3.2,-0.3
45,075,Orangeburg County,SC,2019-03-01,35078,1777,5.1,2020-03-01,35587,1692,4.8,-0.3
45,077,Pickens County,SC,2019-03-01,57713,1851,3.2,2020-03-01,58294,1692,2.9,-0.3
45,089,Williamsburg County,SC,2019-03-01,12140,630,5.2,2020-03-01,12098,587,4.9,-0.3
46,023,Charles Mix County,SD,2019-03-01,3757,143,3.8,2020-03-01,3720,130,3.5,-0.3
46,043,Douglas County,SD,2019-03-01,1608,56,3.5,2020-03-01,1616,51,3.2,-0.3
46,065,Hughes County,SD,2019-03-01,9892,312,3.2,2020-03-01,9885,290,2.9,-0.3
46,081,Lawrence County,SD,2019-03-01,12960,434,3.3,2020-03-01,13426,397,3,-0.3
47,143,Rhea County,TN,2019-03-01,13286,820,6.2,2020-03-01,13669,809,5.9,-0.3
48,301,Loving County,TX,2019-03-01,404,4,1,2020-03-01,714,5,0.7,-0.3
55,001,Adams County,WI,2019-03-01,7979,543,6.8,2020-03-01,8004,523,6.5,-0.3
55,009,Brown County,WI,2019-03-01,141649,4736,3.3,2020-03-01,140524,4235,3,-0.3
55,015,Calumet County,WI,2019-03-01,27351,807,3,2020-03-01,27244,730,2.7,-0.3
55,021,Columbia County,WI,2019-03-01,31458,1171,3.7,2020-03-01,31684,1074,3.4,-0.3
55,035,Eau Claire County,WI,2019-03-01,58938,1946,3.3,2020-03-01,58754,1750,3,-0.3
55,039,Fond du Lac County,WI,2019-03-01,57225,1863,3.3,2020-03-01,57339,1736,3,-0.3
55,041,Forest County,WI,2019-03-01,3950,249,6.3,2020-03-01,3981,240,6,-0.3
55,055,Jefferson County,WI,2019-03-01,45763,1716,3.7,2020-03-01,45644,1537,3.4,-0.3
55,067,Langlade County,WI,2019-03-01,9337,479,5.1,2020-03-01,9195,444,4.8,-0.3
55,079,Milwaukee County,WI,2019-03-01,467459,19210,4.1,2020-03-01,463509,17491,3.8,-0.3
55,099,Price County,WI,2019-03-01,6409,318,5,2020-03-01,6340,300,4.7,-0.3
55,101,Racine County,WI,2019-03-01,98748,4495,4.6,2020-03-01,96972,4147,4.3,-0.3
55,119,Taylor County,WI,2019-03-01,10856,562,5.2,2020-03-01,10876,530,4.9,-0.3
55,131,Washington County,WI,2019-03-01,77255,2434,3.2,2020-03-01,76699,2192,2.9,-0.3
55,133,Waukesha County,WI,2019-03-01,224990,7076,3.1,2020-03-01,223190,6206,2.8,-0.3
55,135,Waupaca County,WI,2019-03-01,25944,992,3.8,2020-03-01,25596,907,3.5,-0.3
55,139,Winnebago County,WI,2019-03-01,91766,2873,3.1,2020-03-01,90682,2529,2.8,-0.3
56,019,Johnson County,WY,2019-03-01,4032,189,4.7,2020-03-01,4069,180,4.4,-0.3
01,067,Henry County,AL,2019-03-01,6982,294,4.2,2020-03-01,6807,260,3.8,-0.4
02,220,Sitka Borough/city,AK,2019-03-01,4113,188,4.6,2020-03-01,4116,171,4.2,-0.4
16,011,Bingham County,ID,2019-03-01,23106,720,3.1,2020-03-01,23754,632,2.7,-0.4
16,013,Blaine County,ID,2019-03-01,12312,431,3.5,2020-03-01,12548,388,3.1,-0.4
16,019,Bonneville County,ID,2019-03-01,55931,1563,2.8,2020-03-01,58505,1425,2.4,-0.4
16,043,Fremont County,ID,2019-03-01,7720,250,3.2,2020-03-01,7888,217,2.8,-0.4
16,051,Jefferson County,ID,2019-03-01,13636,372,2.7,2020-03-01,14201,326,2.3,-0.4
16,067,Minidoka County,ID,2019-03-01,11056,321,2.9,2020-03-01,11452,284,2.5,-0.4
16,083,Twin Falls County,ID,2019-03-01,40915,1318,3.2,2020-03-01,41277,1156,2.8,-0.4
18,019,Clark County,IN,2019-03-01,61698,2219,3.6,2020-03-01,60401,1906,3.2,-0.4
18,031,Decatur County,IN,2019-03-01,15120,526,3.5,2020-03-01,14258,440,3.1,-0.4
18,043,Floyd County,IN,2019-03-01,41680,1444,3.5,2020-03-01,40785,1248,3.1,-0.4
18,065,Henry County,IN,2019-03-01,22175,841,3.8,2020-03-01,21411,733,3.4,-0.4
18,087,LaGrange County,IN,2019-03-01,20126,591,2.9,2020-03-01,19046,473,2.5,-0.4
18,093,Lawrence County,IN,2019-03-01,21520,859,4,2020-03-01,20684,752,3.6,-0.4
18,097,Marion County,IN,2019-03-01,490391,17553,3.6,2020-03-01,478018,15464,3.2,-0.4
18,173,Warrick County,IN,2019-03-01,33390,1058,3.2,2020-03-01,32128,898,2.8,-0.4
20,021,Cherokee County,KS,2019-03-01,10063,355,3.5,2020-03-01,10141,311,3.1,-0.4
20,055,Finney County,KS,2019-03-01,20522,483,2.4,2020-03-01,20717,422,2,-0.4
20,057,Ford County,KS,2019-03-01,16947,453,2.7,2020-03-01,16979,393,2.3,-0.4
20,129,Morton County,KS,2019-03-01,1119,34,3,2020-03-01,1108,29,2.6,-0.4
20,159,Rice County,KS,2019-03-01,5105,158,3.1,2020-03-01,5203,138,2.7,-0.4
20,177,Shawnee County,KS,2019-03-01,90196,3295,3.7,2020-03-01,90675,2975,3.3,-0.4
20,195,Trego County,KS,2019-03-01,1391,51,3.7,2020-03-01,1438,48,3.3,-0.4
23,001,Androscoggin County,ME,2019-03-01,55279,2028,3.7,2020-03-01,55580,1844,3.3,-0.4
24,027,Howard County,MD,2019-03-01,187539,5363,2.9,2020-03-01,189651,4771,2.5,-0.4
24,035,Queen Anne's County,MD,2019-03-01,28388,952,3.4,2020-03-01,28430,849,3,-0.4
24,037,St. Mary's County,MD,2019-03-01,57357,2008,3.5,2020-03-01,58168,1788,3.1,-0.4
24,041,Talbot County,MD,2019-03-01,19291,777,4,2020-03-01,18985,687,3.6,-0.4
24,043,Washington County,MD,2019-03-01,74792,3285,4.4,2020-03-01,74846,2974,4,-0.4
25,007,Dukes County,MA,2019-03-01,8155,594,7.3,2020-03-01,8289,570,6.9,-0.4
27,039,Dodge County,MN,2019-03-01,11925,568,4.8,2020-03-01,11704,510,4.4,-0.4
27,045,Fillmore County,MN,2019-03-01,11521,564,4.9,2020-03-01,11257,512,4.5,-0.4
27,047,Freeborn County,MN,2019-03-01,16031,701,4.4,2020-03-01,15954,646,4,-0.4
27,051,Grant County,MN,2019-03-01,3280,198,6,2020-03-01,3158,177,5.6,-0.4
27,055,Houston County,MN,2019-03-01,10478,474,4.5,2020-03-01,10271,425,4.1,-0.4
27,073,Lac qui Parle County,MN,2019-03-01,3523,190,5.4,2020-03-01,3442,172,5,-0.4
27,095,Mille Lacs County,MN,2019-03-01,13237,1058,8,2020-03-01,13064,990,7.6,-0.4
27,097,Morrison County,MN,2019-03-01,17655,1321,7.5,2020-03-01,17230,1230,7.1,-0.4
27,105,Nobles County,MN,2019-03-01,10969,396,3.6,2020-03-01,10914,354,3.2,-0.4
27,127,Redwood County,MN,2019-03-01,7555,377,5,2020-03-01,7375,338,4.6,-0.4
27,133,Rock County,MN,2019-03-01,5596,161,2.9,2020-03-01,5432,136,2.5,-0.4
28,001,Adams County,MS,2019-03-01,11013,777,7.1,2020-03-01,11182,744,6.7,-0.4
28,027,Coahoma County,MS,2019-03-01,8385,655,7.8,2020-03-01,8294,611,7.4,-0.4
28,083,Leflore County,MS,2019-03-01,9983,743,7.4,2020-03-01,9999,695,7,-0.4
28,139,Tippah County,MS,2019-03-01,9423,472,5,2020-03-01,9337,432,4.6,-0.4
28,143,Tunica County,MS,2019-03-01,4453,278,6.2,2020-03-01,4437,256,5.8,-0.4
29,061,Daviess County,MO,2019-03-01,4163,193,4.6,2020-03-01,4152,176,4.2,-0.4
33,007,Coos County,NH,2019-03-01,14596,586,4,2020-03-01,14450,521,3.6,-0.4
38,005,Benson County,ND,2019-03-01,2310,122,5.3,2020-03-01,2347,114,4.9,-0.4
38,009,Bottineau County,ND,2019-03-01,2912,135,4.6,2020-03-01,2878,121,4.2,-0.4
38,021,Dickey County,ND,2019-03-01,2268,53,2.3,2020-03-01,2270,42,1.9,-0.4
38,055,McLean County,ND,2019-03-01,4545,199,4.4,2020-03-01,4618,184,4,-0.4
38,093,Stutsman County,ND,2019-03-01,10242,287,2.8,2020-03-01,10134,246,2.4,-0.4
38,101,Ward County,ND,2019-03-01,31109,1046,3.4,2020-03-01,30896,920,3,-0.4
40,035,Craig County,OK,2019-03-01,5864,203,3.5,2020-03-01,5820,182,3.1,-0.4
40,057,Harmon County,OK,2019-03-01,1189,33,2.8,2020-03-01,1176,28,2.4,-0.4
40,059,Harper County,OK,2019-03-01,1722,49,2.8,2020-03-01,1744,41,2.4,-0.4
40,093,Major County,OK,2019-03-01,3868,88,2.3,2020-03-01,3815,74,1.9,-0.4
40,099,Murray County,OK,2019-03-01,6271,197,3.1,2020-03-01,6382,171,2.7,-0.4
40,101,Muskogee County,OK,2019-03-01,29073,1052,3.6,2020-03-01,29896,943,3.2,-0.4
40,123,Pontotoc County,OK,2019-03-01,18963,539,2.8,2020-03-01,19533,468,2.4,-0.4
40,133,Seminole County,OK,2019-03-01,9498,421,4.4,2020-03-01,9501,379,4,-0.4
40,135,Sequoyah County,OK,2019-03-01,16078,638,4,2020-03-01,16073,572,3.6,-0.4
40,143,Tulsa County,OK,2019-03-01,323001,10108,3.1,2020-03-01,321318,8590,2.7,-0.4
40,145,Wagoner County,OK,2019-03-01,37914,1177,3.1,2020-03-01,37766,1032,2.7,-0.4
41,007,Clatsop County,OR,2019-03-01,19065,867,4.5,2020-03-01,18976,770,4.1,-0.4
41,051,Multnomah County,OR,2019-03-01,455019,17462,3.8,2020-03-01,457306,15634,3.4,-0.4
41,071,Yamhill County,OR,2019-03-01,54578,2138,3.9,2020-03-01,54865,1924,3.5,-0.4
45,007,Anderson County,SC,2019-03-01,91648,2911,3.2,2020-03-01,92541,2619,2.8,-0.4
45,019,Charleston County,SC,2019-03-01,211865,5883,2.8,2020-03-01,214084,5117,2.4,-0.4
45,025,Chesterfield County,SC,2019-03-01,22131,747,3.4,2020-03-01,22259,678,3,-0.4
45,029,Colleton County,SC,2019-03-01,16720,631,3.8,2020-03-01,16874,567,3.4,-0.4
45,035,Dorchester County,SC,2019-03-01,78294,2343,3,2020-03-01,79126,2041,2.6,-0.4
45,041,Florence County,SC,2019-03-01,67178,2335,3.5,2020-03-01,67526,2084,3.1,-0.4
45,045,Greenville County,SC,2019-03-01,256213,7460,2.9,2020-03-01,258668,6579,2.5,-0.4
45,057,Lancaster County,SC,2019-03-01,41240,1636,4,2020-03-01,41973,1502,3.6,-0.4
45,063,Lexington County,SC,2019-03-01,149624,4201,2.8,2020-03-01,152682,3666,2.4,-0.4
45,073,Oconee County,SC,2019-03-01,34838,1130,3.2,2020-03-01,35536,1000,2.8,-0.4
46,005,Beadle County,SD,2019-03-01,9577,347,3.6,2020-03-01,9551,307,3.2,-0.4
46,053,Gregory County,SD,2019-03-01,2021,79,3.9,2020-03-01,2037,72,3.5,-0.4
46,069,Hyde County,SD,2019-03-01,693,23,3.3,2020-03-01,696,20,2.9,-0.4
46,073,Jerauld County,SD,2019-03-01,1115,31,2.8,2020-03-01,1123,27,2.4,-0.4
46,075,Jones County,SD,2019-03-01,519,19,3.7,2020-03-01,520,17,3.3,-0.4
46,087,McCook County,SD,2019-03-01,3102,113,3.6,2020-03-01,3128,101,3.2,-0.4
46,105,Perkins County,SD,2019-03-01,1447,46,3.2,2020-03-01,1446,41,2.8,-0.4
55,013,Burnett County,WI,2019-03-01,7078,529,7.5,2020-03-01,6950,493,7.1,-0.4
55,025,Dane County,WI,2019-03-01,319756,8379,2.6,2020-03-01,321637,7139,2.2,-0.4
55,027,Dodge County,WI,2019-03-01,47052,1686,3.6,2020-03-01,46938,1516,3.2,-0.4
55,059,Kenosha County,WI,2019-03-01,89209,3915,4.4,2020-03-01,87496,3540,4,-0.4
55,061,Kewaunee County,WI,2019-03-01,10930,417,3.8,2020-03-01,10894,369,3.4,-0.4
55,078,Menominee County,WI,2019-03-01,1579,103,6.5,2020-03-01,1559,95,6.1,-0.4
55,087,Outagamie County,WI,2019-03-01,103026,3451,3.3,2020-03-01,102188,2933,2.9,-0.4
55,091,Pepin County,WI,2019-03-01,4051,196,4.8,2020-03-01,4033,179,4.4,-0.4
55,097,Portage County,WI,2019-03-01,39011,1539,3.9,2020-03-01,38646,1365,3.5,-0.4
55,113,Sawyer County,WI,2019-03-01,7599,482,6.3,2020-03-01,7604,451,5.9,-0.4
55,123,Vernon County,WI,2019-03-01,15201,662,4.4,2020-03-01,15115,598,4,-0.4
55,127,Walworth County,WI,2019-03-01,57469,2187,3.8,2020-03-01,57054,1950,3.4,-0.4
55,137,Waushara County,WI,2019-03-01,11534,599,5.2,2020-03-01,11244,539,4.8,-0.4
01,045,Dale County,AL,2019-03-01,20827,763,3.7,2020-03-01,20308,650,3.2,-0.5
01,085,Lowndes County,AL,2019-03-01,3601,222,6.2,2020-03-01,3481,200,5.7,-0.5
15,003,Honolulu County/city,HI,2019-03-01,452267,11596,2.6,2020-03-01,452873,9549,2.1,-0.5
15,007,Kauai County,HI,2019-03-01,36036,996,2.8,2020-03-01,36520,833,2.3,-0.5
15,009,Maui County,HI,2019-03-01,86596,2278,2.6,2020-03-01,86602,1843,2.1,-0.5
16,053,Jerome County,ID,2019-03-01,12105,377,3.1,2020-03-01,12153,319,2.6,-0.5
16,073,Owyhee County,ID,2019-03-01,5374,213,4,2020-03-01,5373,186,3.5,-0.5
18,045,Fountain County,IN,2019-03-01,8028,322,4,2020-03-01,7630,268,3.5,-0.5
18,055,Greene County,IN,2019-03-01,13906,692,5,2020-03-01,13228,592,4.5,-0.5
18,061,Harrison County,IN,2019-03-01,20348,754,3.7,2020-03-01,19865,640,3.2,-0.5
18,109,Morgan County,IN,2019-03-01,36342,1299,3.6,2020-03-01,35241,1098,3.1,-0.5
18,115,Ohio County,IN,2019-03-01,3196,131,4.1,2020-03-01,3074,110,3.6,-0.5
18,123,Perry County,IN,2019-03-01,9326,333,3.6,2020-03-01,8918,276,3.1,-0.5
18,127,Porter County,IN,2019-03-01,88005,4057,4.6,2020-03-01,84618,3505,4.1,-0.5
18,149,Starke County,IN,2019-03-01,9975,534,5.4,2020-03-01,9418,463,4.9,-0.5
18,161,Union County,IN,2019-03-01,3561,134,3.8,2020-03-01,3384,111,3.3,-0.5
20,051,Ellis County,KS,2019-03-01,16943,416,2.5,2020-03-01,17008,340,2,-0.5
20,059,Franklin County,KS,2019-03-01,13979,527,3.8,2020-03-01,14238,466,3.3,-0.5
20,109,Logan County,KS,2019-03-01,1654,38,2.3,2020-03-01,1653,29,1.8,-0.5
20,115,Marion County,KS,2019-03-01,5939,191,3.2,2020-03-01,5932,160,2.7,-0.5
20,197,Wabaunsee County,KS,2019-03-01,3590,137,3.8,2020-03-01,3645,121,3.3,-0.5
20,207,Woodson County,KS,2019-03-01,1592,68,4.3,2020-03-01,1588,61,3.8,-0.5
24,009,Calvert County,MD,2019-03-01,50248,1644,3.3,2020-03-01,51221,1448,2.8,-0.5
24,011,Caroline County,MD,2019-03-01,18503,736,4,2020-03-01,18226,646,3.5,-0.5
26,165,Wexford County,MI,2019-03-01,14770,784,5.3,2020-03-01,14630,695,4.8,-0.5
27,011,Big Stone County,MN,2019-03-01,2417,161,6.7,2020-03-01,2339,144,6.2,-0.5
27,101,Murray County,MN,2019-03-01,4821,319,6.6,2020-03-01,4573,278,6.1,-0.5
27,121,Pope County,MN,2019-03-01,6407,267,4.2,2020-03-01,6376,238,3.7,-0.5
