state.fips,county.fips,county,state.abbr,report.month.19,civilian.labor.force.19,unemployed.19,rate.unemployed.19,report.month.20,civilian.labor.force.20,unemployed.20,rate.unemployed.20,unemp.rate.diff
12,009,Brevard County,FL,2019-03-01,279950,9251,3.3,2020-03-01,283811,12587,4.4,1.1
12,011,Broward County,FL,2019-03-01,1031298,31978,3.1,2020-03-01,1036617,43568,4.2,1.1
12,019,Clay County,FL,2019-03-01,105873,3299,3.1,2020-03-01,107986,4485,4.2,1.1
12,021,Collier County,FL,2019-03-01,184789,5408,2.9,2020-03-01,184708,7363,4,1.1
12,023,Columbia County,FL,2019-03-01,29367,970,3.3,2020-03-01,30078,1315,4.4,1.1
12,027,DeSoto County,FL,2019-03-01,14381,507,3.5,2020-03-01,15122,701,4.6,1.1
12,065,Jefferson County,FL,2019-03-01,5620,193,3.4,2020-03-01,5635,253,4.5,1.1
12,071,Lee County,FL,2019-03-01,350207,11119,3.2,2020-03-01,353717,15051,4.3,1.1
12,081,Manatee County,FL,2019-03-01,180677,5622,3.1,2020-03-01,182295,7708,4.2,1.1
12,089,Nassau County,FL,2019-03-01,40545,1230,3,2020-03-01,41341,1689,4.1,1.1
12,099,Palm Beach County,FL,2019-03-01,733448,23914,3.3,2020-03-01,735995,32041,4.4,1.1
12,123,Taylor County,FL,2019-03-01,8163,292,3.6,2020-03-01,8227,384,4.7,1.1
13,009,Baldwin County,GA,2019-03-01,17407,778,4.5,2020-03-01,17730,993,5.6,1.1
13,037,Calhoun County,GA,2019-03-01,2234,88,3.9,2020-03-01,2338,118,5,1.1
13,125,Glascock County,GA,2019-03-01,1274,49,3.8,2020-03-01,1295,64,4.9,1.1
13,149,Heard County,GA,2019-03-01,5228,182,3.5,2020-03-01,5334,244,4.6,1.1
13,155,Irwin County,GA,2019-03-01,3396,164,4.8,2020-03-01,3432,202,5.9,1.1
13,171,Lamar County,GA,2019-03-01,8187,331,4,2020-03-01,8343,428,5.1,1.1
13,179,Liberty County,GA,2019-03-01,26182,967,3.7,2020-03-01,26546,1268,4.8,1.1
13,193,Macon County,GA,2019-03-01,4706,219,4.7,2020-03-01,4773,277,5.8,1.1
13,197,Marion County,GA,2019-03-01,3335,146,4.4,2020-03-01,3314,182,5.5,1.1
13,261,Sumter County,GA,2019-03-01,12515,631,5,2020-03-01,13015,796,6.1,1.1
13,279,Toombs County,GA,2019-03-01,11687,549,4.7,2020-03-01,11805,685,5.8,1.1
13,281,Towns County,GA,2019-03-01,3848,198,5.1,2020-03-01,3906,244,6.2,1.1
17,031,Cook County,IL,2019-03-01,2602041,103252,4,2020-03-01,2620353,134671,5.1,1.1
17,063,Grundy County,IL,2019-03-01,25622,1343,5.2,2020-03-01,25718,1625,6.3,1.1
17,111,McHenry County,IL,2019-03-01,166384,6296,3.8,2020-03-01,167228,8149,4.9,1.1
19,013,Black Hawk County,IA,2019-03-01,70507,2327,3.3,2020-03-01,68867,3063,4.4,1.1
19,045,Clinton County,IA,2019-03-01,22843,878,3.8,2020-03-01,22644,1100,4.9,1.1
21,001,Adair County,KY,2019-03-01,7211,440,6.1,2020-03-01,7073,508,7.2,1.1
21,137,Lincoln County,KY,2019-03-01,9543,554,5.8,2020-03-01,9242,642,6.9,1.1
21,167,Mercer County,KY,2019-03-01,10104,497,4.9,2020-03-01,9932,597,6,1.1
21,173,Montgomery County,KY,2019-03-01,11731,698,6,2020-03-01,11585,827,7.1,1.1
21,221,Trigg County,KY,2019-03-01,5919,327,5.5,2020-03-01,6066,398,6.6,1.1
21,225,Union County,KY,2019-03-01,6031,315,5.2,2020-03-01,6103,386,6.3,1.1
21,227,Warren County,KY,2019-03-01,65790,2757,4.2,2020-03-01,65149,3425,5.3,1.1
28,141,Tishomingo County,MS,2019-03-01,8833,389,4.4,2020-03-01,8576,468,5.5,1.1
29,031,Cape Girardeau County,MO,2019-03-01,40745,1260,3.1,2020-03-01,41330,1738,4.2,1.1
29,065,Dent County,MO,2019-03-01,6305,231,3.7,2020-03-01,6386,308,4.8,1.1
29,081,Harrison County,MO,2019-03-01,3941,161,4.1,2020-03-01,3843,199,5.2,1.1
29,091,Howell County,MO,2019-03-01,16530,647,3.9,2020-03-01,16808,846,5,1.1
29,211,Sullivan County,MO,2019-03-01,2759,127,4.6,2020-03-01,2732,155,5.7,1.1
31,025,Cass County,NE,2019-03-01,13496,539,4,2020-03-01,13928,707,5.1,1.1
31,027,Cedar County,NE,2019-03-01,4495,119,2.6,2020-03-01,4636,173,3.7,1.1
31,053,Dodge County,NE,2019-03-01,19433,624,3.2,2020-03-01,19864,857,4.3,1.1
31,055,Douglas County,NE,2019-03-01,296971,11043,3.7,2020-03-01,305485,14535,4.8,1.1
31,063,Frontier County,NE,2019-03-01,1631,61,3.7,2020-03-01,1703,81,4.8,1.1
31,167,Stanton County,NE,2019-03-01,3519,105,3,2020-03-01,3602,147,4.1,1.1
35,055,Taos County,NM,2019-03-01,15468,916,5.9,2020-03-01,15690,1091,7,1.1
36,045,Jefferson County,NY,2019-03-01,43497,2798,6.4,2020-03-01,43440,3247,7.5,1.1
39,009,Athens County,OH,2019-03-01,29086,1469,5.1,2020-03-01,29316,1811,6.2,1.1
39,011,Auglaize County,OH,2019-03-01,25045,726,2.9,2020-03-01,24812,996,4,1.1
39,043,Erie County,OH,2019-03-01,36211,2073,5.7,2020-03-01,35229,2404,6.8,1.1
39,143,Sandusky County,OH,2019-03-01,30594,1412,4.6,2020-03-01,30149,1711,5.7,1.1
39,147,Seneca County,OH,2019-03-01,27502,1154,4.2,2020-03-01,27094,1431,5.3,1.1
39,149,Shelby County,OH,2019-03-01,24240,845,3.5,2020-03-01,23680,1101,4.6,1.1
39,151,Stark County,OH,2019-03-01,185502,9003,4.9,2020-03-01,184865,11163,6,1.1
39,153,Summit County,OH,2019-03-01,271569,12198,4.5,2020-03-01,268978,15107,5.6,1.1
39,171,Williams County,OH,2019-03-01,18957,620,3.3,2020-03-01,18715,826,4.4,1.1
42,001,Adams County,PA,2019-03-01,55159,1694,3.1,2020-03-01,54688,2299,4.2,1.1
42,029,Chester County,PA,2019-03-01,281368,8304,3,2020-03-01,282048,11551,4.1,1.1
42,071,Lancaster County,PA,2019-03-01,280334,9189,3.3,2020-03-01,283011,12544,4.4,1.1
47,005,Benton County,TN,2019-03-01,7044,315,4.5,2020-03-01,7072,396,5.6,1.1
47,055,Giles County,TN,2019-03-01,15169,560,3.7,2020-03-01,15194,732,4.8,1.1
48,027,Bell County,TX,2019-03-01,142797,5444,3.8,2020-03-01,144838,7046,4.9,1.1
48,029,Bexar County,TX,2019-03-01,942350,29426,3.1,2020-03-01,947358,39618,4.2,1.1
48,033,Borden County,TX,2019-03-01,385,10,2.6,2020-03-01,436,16,3.7,1.1
48,045,Briscoe County,TX,2019-03-01,588,23,3.9,2020-03-01,580,29,5,1.1
48,059,Callahan County,TX,2019-03-01,6088,189,3.1,2020-03-01,6110,256,4.2,1.1
48,075,Childress County,TX,2019-03-01,2932,78,2.7,2020-03-01,2893,109,3.8,1.1
48,077,Clay County,TX,2019-03-01,4940,148,3,2020-03-01,4887,199,4.1,1.1
48,079,Cochran County,TX,2019-03-01,1179,42,3.6,2020-03-01,1137,54,4.7,1.1
48,091,Comal County,TX,2019-03-01,72974,2256,3.1,2020-03-01,73278,3087,4.2,1.1
48,099,Coryell County,TX,2019-03-01,23955,946,3.9,2020-03-01,24301,1225,5,1.1
48,127,Dimmit County,TX,2019-03-01,7627,181,2.4,2020-03-01,7464,263,3.5,1.1
48,157,Fort Bend County,TX,2019-03-01,391023,13628,3.5,2020-03-01,394068,18296,4.6,1.1
48,217,Hill County,TX,2019-03-01,16359,552,3.4,2020-03-01,16413,745,4.5,1.1
48,227,Howard County,TX,2019-03-01,13984,447,3.2,2020-03-01,14115,612,4.3,1.1
48,229,Hudspeth County,TX,2019-03-01,1837,76,4.1,2020-03-01,1840,95,5.2,1.1
48,251,Johnson County,TX,2019-03-01,81657,2694,3.3,2020-03-01,81729,3576,4.4,1.1
48,309,McLennan County,TX,2019-03-01,119131,4002,3.4,2020-03-01,119214,5369,4.5,1.1
48,329,Midland County,TX,2019-03-01,106633,2171,2,2020-03-01,106127,3271,3.1,1.1
48,345,Motley County,TX,2019-03-01,489,19,3.9,2020-03-01,478,24,5,1.1
48,353,Nolan County,TX,2019-03-01,6880,206,3,2020-03-01,7272,295,4.1,1.1
48,367,Parker County,TX,2019-03-01,66942,1977,3,2020-03-01,67019,2772,4.1,1.1
48,421,Sherman County,TX,2019-03-01,1411,33,2.3,2020-03-01,1386,47,3.4,1.1
48,423,Smith County,TX,2019-03-01,107033,3589,3.4,2020-03-01,105897,4792,4.5,1.1
48,439,Tarrant County,TX,2019-03-01,1074459,35573,3.3,2020-03-01,1075635,47197,4.4,1.1
48,477,Washington County,TX,2019-03-01,15009,544,3.6,2020-03-01,15351,728,4.7,1.1
48,493,Wilson County,TX,2019-03-01,24740,710,2.9,2020-03-01,24861,993,4,1.1
49,007,Carbon County,UT,2019-03-01,8420,368,4.4,2020-03-01,8578,470,5.5,1.1
49,033,Rich County,UT,2019-03-01,977,43,4.4,2020-03-01,1003,55,5.5,1.1
50,003,Bennington County,VT,2019-03-01,18507,564,3,2020-03-01,17914,739,4.1,1.1
50,017,Orange County,VT,2019-03-01,15850,474,3,2020-03-01,15853,645,4.1,1.1
51,021,Bland County,VA,2019-03-01,2870,83,2.9,2020-03-01,2910,115,4,1.1
51,071,Giles County,VA,2019-03-01,8019,273,3.4,2020-03-01,7978,360,4.5,1.1
51,750,Radford city,VA,2019-03-01,8882,305,3.4,2020-03-01,8805,396,4.5,1.1
54,063,Monroe County,WV,2019-03-01,5931,300,5.1,2020-03-01,6145,383,6.2,1.1
54,093,Tucker County,WV,2019-03-01,3325,192,5.8,2020-03-01,3417,237,6.9,1.1
05,031,Craighead County,AR,2019-03-01,55107,1495,2.7,2020-03-01,57146,2126,3.7,1
05,059,Hot Spring County,AR,2019-03-01,13970,505,3.6,2020-03-01,14199,649,4.6,1
05,087,Madison County,AR,2019-03-01,7277,174,2.4,2020-03-01,7613,261,3.4,1
05,127,Scott County,AR,2019-03-01,4291,145,3.4,2020-03-01,4381,191,4.4,1
06,045,Mendocino County,CA,2019-03-01,39148,1936,4.9,2020-03-01,38564,2258,5.9,1
06,063,Plumas County,CA,2019-03-01,7538,921,12.2,2020-03-01,7663,1014,13.2,1
08,065,Lake County,CO,2019-03-01,5247,123,2.3,2020-03-01,5103,167,3.3,1
12,041,Gilchrist County,FL,2019-03-01,7137,253,3.5,2020-03-01,7253,329,4.5,1
12,049,Hardee County,FL,2019-03-01,8726,419,4.8,2020-03-01,8953,523,5.8,1
12,057,Hillsborough County,FL,2019-03-01,743822,23500,3.2,2020-03-01,756733,31482,4.2,1
12,063,Jackson County,FL,2019-03-01,17175,652,3.8,2020-03-01,17287,822,4.8,1
12,073,Leon County,FL,2019-03-01,155324,4749,3.1,2020-03-01,155599,6326,4.1,1
12,075,Levy County,FL,2019-03-01,16849,659,3.9,2020-03-01,16887,820,4.9,1
12,077,Liberty County,FL,2019-03-01,2639,100,3.8,2020-03-01,2635,126,4.8,1
12,085,Martin County,FL,2019-03-01,73957,2379,3.2,2020-03-01,75258,3138,4.2,1
12,095,Orange County,FL,2019-03-01,754795,22305,3,2020-03-01,766357,30872,4,1
12,103,Pinellas County,FL,2019-03-01,489001,15227,3.1,2020-03-01,497923,20435,4.1,1
12,115,Sarasota County,FL,2019-03-01,190046,6063,3.2,2020-03-01,191488,8064,4.2,1
12,117,Seminole County,FL,2019-03-01,253126,7616,3,2020-03-01,256746,10375,4,1
12,133,Washington County,FL,2019-03-01,9682,345,3.6,2020-03-01,9650,443,4.6,1
13,005,Bacon County,GA,2019-03-01,5019,170,3.4,2020-03-01,4987,220,4.4,1
13,007,Baker County,GA,2019-03-01,1178,51,4.3,2020-03-01,1197,64,5.3,1
13,045,Carroll County,GA,2019-03-01,54983,1992,3.6,2020-03-01,55995,2563,4.6,1
13,063,Clayton County,GA,2019-03-01,137181,6010,4.4,2020-03-01,139906,7537,5.4,1
13,095,Dougherty County,GA,2019-03-01,38330,1881,4.9,2020-03-01,38723,2269,5.9,1
13,099,Early County,GA,2019-03-01,4317,178,4.1,2020-03-01,4506,229,5.1,1
13,289,Twiggs County,GA,2019-03-01,2913,170,5.8,2020-03-01,2928,200,6.8,1
13,301,Warren County,GA,2019-03-01,2772,111,4,2020-03-01,2901,146,5,1
19,043,Clayton County,IA,2019-03-01,10117,597,5.9,2020-03-01,10090,701,6.9,1
19,047,Crawford County,IA,2019-03-01,8158,402,4.9,2020-03-01,8254,489,5.9,1
19,097,Jackson County,IA,2019-03-01,11055,458,4.1,2020-03-01,10974,563,5.1,1
19,115,Louisa County,IA,2019-03-01,6019,209,3.5,2020-03-01,6111,275,4.5,1
19,145,Page County,IA,2019-03-01,6457,158,2.4,2020-03-01,6381,217,3.4,1
21,021,Boyle County,KY,2019-03-01,12825,628,4.9,2020-03-01,12387,737,5.9,1
21,075,Fulton County,KY,2019-03-01,2014,116,5.8,2020-03-01,2027,137,6.8,1
21,093,Hardin County,KY,2019-03-01,49544,2235,4.5,2020-03-01,48899,2713,5.5,1
21,141,Logan County,KY,2019-03-01,12572,544,4.3,2020-03-01,12538,667,5.3,1
21,143,Lyon County,KY,2019-03-01,3047,165,5.4,2020-03-01,3037,195,6.4,1
21,161,Mason County,KY,2019-03-01,7200,437,6.1,2020-03-01,6936,492,7.1,1
21,219,Todd County,KY,2019-03-01,5329,228,4.3,2020-03-01,5420,287,5.3,1
21,239,Woodford County,KY,2019-03-01,14282,494,3.5,2020-03-01,14419,645,4.5,1
27,071,Koochiching County,MN,2019-03-01,5911,357,6,2020-03-01,5725,398,7,1
29,057,Dade County,MO,2019-03-01,3563,124,3.5,2020-03-01,3608,162,4.5,1
29,059,Dallas County,MO,2019-03-01,7036,291,4.1,2020-03-01,7156,366,5.1,1
29,103,Knox County,MO,2019-03-01,1794,59,3.3,2020-03-01,1764,76,4.3,1
29,109,Lawrence County,MO,2019-03-01,18207,782,4.3,2020-03-01,18342,980,5.3,1
29,163,Pike County,MO,2019-03-01,7611,283,3.7,2020-03-01,7506,352,4.7,1
29,179,Reynolds County,MO,2019-03-01,3038,131,4.3,2020-03-01,3038,162,5.3,1
29,205,Shelby County,MO,2019-03-01,3103,142,4.6,2020-03-01,3182,178,5.6,1
29,225,Webster County,MO,2019-03-01,17257,628,3.6,2020-03-01,17560,804,4.6,1
31,019,Buffalo County,NE,2019-03-01,27838,759,2.7,2020-03-01,27823,1030,3.7,1
31,043,Dakota County,NE,2019-03-01,10821,505,4.7,2020-03-01,10951,626,5.7,1
31,045,Dawes County,NE,2019-03-01,4971,137,2.8,2020-03-01,5040,193,3.8,1
31,065,Furnas County,NE,2019-03-01,2564,72,2.8,2020-03-01,2634,101,3.8,1
31,091,Hooker County,NE,2019-03-01,401,14,3.5,2020-03-01,402,18,4.5,1
31,101,Keith County,NE,2019-03-01,4473,139,3.1,2020-03-01,4566,187,4.1,1
31,103,Keya Paha County,NE,2019-03-01,596,14,2.3,2020-03-01,646,21,3.3,1
31,125,Nance County,NE,2019-03-01,1989,65,3.3,2020-03-01,2048,88,4.3,1
31,127,Nemaha County,NE,2019-03-01,3663,124,3.4,2020-03-01,3705,164,4.4,1
31,145,Red Willow County,NE,2019-03-01,5848,162,2.8,2020-03-01,5976,228,3.8,1
31,153,Sarpy County,NE,2019-03-01,95534,3027,3.2,2020-03-01,98282,4116,4.2,1
35,035,Otero County,NM,2019-03-01,24733,1165,4.7,2020-03-01,25058,1421,5.7,1
35,053,Socorro County,NM,2019-03-01,6457,338,5.2,2020-03-01,6362,396,6.2,1
35,057,Torrance County,NM,2019-03-01,5540,384,6.9,2020-03-01,5495,436,7.9,1
36,009,Cattaraugus County,NY,2019-03-01,33853,1902,5.6,2020-03-01,34241,2268,6.6,1
36,123,Yates County,NY,2019-03-01,11607,490,4.2,2020-03-01,11611,603,5.2,1
39,017,Butler County,OH,2019-03-01,193854,7098,3.7,2020-03-01,193180,9006,4.7,1
39,027,Clinton County,OH,2019-03-01,17708,881,5,2020-03-01,17944,1079,6,1
39,029,Columbiana County,OH,2019-03-01,47259,2354,5,2020-03-01,46769,2816,6,1
39,047,Fayette County,OH,2019-03-01,13846,565,4.1,2020-03-01,13941,712,5.1,1
39,051,Fulton County,OH,2019-03-01,22619,1092,4.8,2020-03-01,22454,1309,5.8,1
39,083,Knox County,OH,2019-03-01,31866,1312,4.1,2020-03-01,31685,1605,5.1,1
39,089,Licking County,OH,2019-03-01,89553,3326,3.7,2020-03-01,90828,4270,4.7,1
39,095,Lucas County,OH,2019-03-01,209092,9784,4.7,2020-03-01,207402,11847,5.7,1
39,107,Mercer County,OH,2019-03-01,23447,594,2.5,2020-03-01,23096,810,3.5,1
39,109,Miami County,OH,2019-03-01,53926,2014,3.7,2020-03-01,54217,2544,4.7,1
39,117,Morrow County,OH,2019-03-01,16702,745,4.5,2020-03-01,16949,936,5.5,1
39,129,Pickaway County,OH,2019-03-01,26313,1126,4.3,2020-03-01,26698,1403,5.3,1
39,175,Wyandot County,OH,2019-03-01,13050,402,3.1,2020-03-01,13045,530,4.1,1
44,005,Newport County,RI,2019-03-01,43988,1662,3.8,2020-03-01,44932,2148,4.8,1
46,021,Campbell County,SD,2019-03-01,771,29,3.8,2020-03-01,800,38,4.8,1
47,095,Lake County,TN,2019-03-01,1781,94,5.3,2020-03-01,1741,110,6.3,1
48,001,Anderson County,TX,2019-03-01,23790,690,2.9,2020-03-01,23963,937,3.9,1
48,003,Andrews County,TX,2019-03-01,9994,215,2.2,2020-03-01,9820,319,3.2,1
48,011,Armstrong County,TX,2019-03-01,932,26,2.8,2020-03-01,936,36,3.8,1
48,017,Bailey County,TX,2019-03-01,2554,102,4,2020-03-01,2474,123,5,1
48,021,Bastrop County,TX,2019-03-01,42594,1248,2.9,2020-03-01,43015,1675,3.9,1
48,023,Baylor County,TX,2019-03-01,1745,42,2.4,2020-03-01,1774,61,3.4,1
48,043,Brewster County,TX,2019-03-01,4274,125,2.9,2020-03-01,4258,165,3.9,1
48,139,Ellis County,TX,2019-03-01,91693,2920,3.2,2020-03-01,93057,3870,4.2,1
48,189,Hale County,TX,2019-03-01,12403,598,4.8,2020-03-01,11943,695,5.8,1
48,219,Hockley County,TX,2019-03-01,11395,355,3.1,2020-03-01,11207,461,4.1,1
48,223,Hopkins County,TX,2019-03-01,17571,566,3.2,2020-03-01,17563,733,4.2,1
48,239,Jackson County,TX,2019-03-01,7466,228,3.1,2020-03-01,7636,315,4.1,1
48,253,Jones County,TX,2019-03-01,5747,269,4.7,2020-03-01,5769,326,5.7,1
48,255,Karnes County,TX,2019-03-01,7066,172,2.4,2020-03-01,7372,251,3.4,1
48,257,Kaufman County,TX,2019-03-01,63841,2143,3.4,2020-03-01,64889,2824,4.4,1
48,281,Lampasas County,TX,2019-03-01,9177,311,3.4,2020-03-01,9278,407,4.4,1
48,299,Llano County,TX,2019-03-01,8550,311,3.6,2020-03-01,8741,405,4.6,1
48,341,Moore County,TX,2019-03-01,10953,255,2.3,2020-03-01,10711,353,3.3,1
48,349,Navarro County,TX,2019-03-01,23524,873,3.7,2020-03-01,23946,1128,4.7,1
48,441,Taylor County,TX,2019-03-01,66480,1948,2.9,2020-03-01,66818,2573,3.9,1
48,449,Titus County,TX,2019-03-01,12878,569,4.4,2020-03-01,13109,712,5.4,1
48,451,Tom Green County,TX,2019-03-01,54906,1652,3,2020-03-01,54018,2155,4,1
48,485,Wichita County,TX,2019-03-01,56227,1792,3.2,2020-03-01,55611,2340,4.2,1
49,041,Sevier County,UT,2019-03-01,9788,378,3.9,2020-03-01,9786,484,4.9,1
51,105,Lee County,VA,2019-03-01,8334,331,4,2020-03-01,8380,421,5,1
51,185,Tazewell County,VA,2019-03-01,15939,732,4.6,2020-03-01,15785,889,5.6,1
51,590,Danville city,VA,2019-03-01,19332,1033,5.3,2020-03-01,19284,1223,6.3,1
51,830,Williamsburg city,VA,2019-03-01,6714,251,3.7,2020-03-01,6785,317,4.7,1
54,033,Harrison County,WV,2019-03-01,34218,1601,4.7,2020-03-01,35363,2003,5.7,1
54,057,Mineral County,WV,2019-03-01,12578,649,5.2,2020-03-01,12800,794,6.2,1
54,069,Ohio County,WV,2019-03-01,20795,1008,4.8,2020-03-01,21221,1223,5.8,1
04,007,Gila County,AZ,2019-03-01,21680,1216,5.6,2020-03-01,21528,1404,6.5,0.9
04,015,Mohave County,AZ,2019-03-01,86827,5008,5.8,2020-03-01,88181,5902,6.7,0.9
05,005,Baxter County,AR,2019-03-01,16288,692,4.2,2020-03-01,16503,843,5.1,0.9
05,049,Fulton County,AR,2019-03-01,4916,196,4,2020-03-01,5113,252,4.9,0.9
05,071,Johnson County,AR,2019-03-01,10436,461,4.4,2020-03-01,10395,551,5.3,0.9
06,065,Riverside County,CA,2019-03-01,1105024,48308,4.4,2020-03-01,1098946,57937,5.3,0.9
06,083,Santa Barbara County,CA,2019-03-01,216468,10093,4.7,2020-03-01,215047,12006,5.6,0.9
06,113,Yolo County,CA,2019-03-01,108859,5454,5,2020-03-01,108660,6398,5.9,0.9
08,047,Gilpin County,CO,2019-03-01,3777,101,2.7,2020-03-01,3795,137,3.6,0.9
12,003,Baker County,FL,2019-03-01,11656,376,3.2,2020-03-01,11876,490,4.1,0.9
12,079,Madison County,FL,2019-03-01,7351,284,3.9,2020-03-01,7478,359,4.8,0.9
12,086,Miami-Dade County,FL,2019-03-01,1366682,38833,2.8,2020-03-01,1318178,48970,3.7,0.9
12,091,Okaloosa County,FL,2019-03-01,95726,2694,2.8,2020-03-01,96767,3569,3.7,0.9
12,109,St. Johns County,FL,2019-03-01,130410,3594,2.8,2020-03-01,132883,4914,3.7,0.9
12,113,Santa Rosa County,FL,2019-03-01,82084,2504,3.1,2020-03-01,83365,3324,4,0.9
12,125,Union County,FL,2019-03-01,4627,137,3,2020-03-01,4644,181,3.9,0.9
12,129,Wakulla County,FL,2019-03-01,14910,441,3,2020-03-01,14944,585,3.9,0.9
13,033,Burke County,GA,2019-03-01,9170,443,4.8,2020-03-01,9272,528,5.7,0.9
13,051,Chatham County,GA,2019-03-01,140564,4838,3.4,2020-03-01,139748,5988,4.3,0.9
13,101,Echols County,GA,2019-03-01,1943,56,2.9,2020-03-01,1955,75,3.8,0.9
13,111,Fannin County,GA,2019-03-01,11520,389,3.4,2020-03-01,11504,499,4.3,0.9
13,133,Greene County,GA,2019-03-01,7068,289,4.1,2020-03-01,7002,353,5,0.9
13,143,Haralson County,GA,2019-03-01,12488,432,3.5,2020-03-01,12712,563,4.4,0.9
13,181,Lincoln County,GA,2019-03-01,3587,152,4.2,2020-03-01,3626,184,5.1,0.9
13,233,Polk County,GA,2019-03-01,18354,706,3.8,2020-03-01,18603,876,4.7,0.9
13,253,Seminole County,GA,2019-03-01,3074,142,4.6,2020-03-01,3084,169,5.5,0.9
13,255,Spalding County,GA,2019-03-01,28593,1233,4.3,2020-03-01,29123,1524,5.2,0.9
13,257,Stephens County,GA,2019-03-01,10778,432,4,2020-03-01,10702,523,4.9,0.9
13,259,Stewart County,GA,2019-03-01,2371,99,4.2,2020-03-01,2446,124,5.1,0.9
13,267,Tattnall County,GA,2019-03-01,9667,395,4.1,2020-03-01,9704,486,5,0.9
13,275,Thomas County,GA,2019-03-01,16905,687,4.1,2020-03-01,16511,827,5,0.9
13,299,Ware County,GA,2019-03-01,15571,571,3.7,2020-03-01,15722,725,4.6,0.9
13,307,Webster County,GA,2019-03-01,1009,53,5.3,2020-03-01,1037,64,6.2,0.9
13,319,Wilkinson County,GA,2019-03-01,3933,142,3.6,2020-03-01,4045,184,4.5,0.9
13,321,Worth County,GA,2019-03-01,8905,338,3.8,2020-03-01,9006,426,4.7,0.9
17,043,DuPage County,IL,2019-03-01,508860,15553,3.1,2020-03-01,510885,20295,4,0.9
19,017,Bremer County,IA,2019-03-01,14100,351,2.5,2020-03-01,13808,467,3.4,0.9
19,051,Davis County,IA,2019-03-01,4193,108,2.6,2020-03-01,4247,147,3.5,0.9
19,105,Jones County,IA,2019-03-01,10877,500,4.6,2020-03-01,10839,599,5.5,0.9
19,113,Linn County,IA,2019-03-01,123633,3928,3.2,2020-03-01,122097,4957,4.1,0.9
19,133,Monona County,IA,2019-03-01,4482,158,3.5,2020-03-01,4453,198,4.4,0.9
19,179,Wapello County,IA,2019-03-01,18145,643,3.5,2020-03-01,17848,793,4.4,0.9
20,205,Wilson County,KS,2019-03-01,3879,147,3.8,2020-03-01,4010,187,4.7,0.9
21,037,Campbell County,KY,2019-03-01,51185,1941,3.8,2020-03-01,50077,2376,4.7,0.9
21,041,Carroll County,KY,2019-03-01,5288,236,4.5,2020-03-01,5167,279,5.4,0.9
21,043,Carter County,KY,2019-03-01,9828,868,8.8,2020-03-01,9822,955,9.7,0.9
21,059,Daviess County,KY,2019-03-01,47414,2027,4.3,2020-03-01,46899,2452,5.2,0.9
21,105,Hickman County,KY,2019-03-01,1705,95,5.6,2020-03-01,1690,110,6.5,0.9
21,123,Larue County,KY,2019-03-01,6058,303,5,2020-03-01,5987,355,5.9,0.9
21,151,Madison County,KY,2019-03-01,47659,2029,4.3,2020-03-01,46961,2434,5.2,0.9
28,069,Kemper County,MS,2019-03-01,3585,239,6.7,2020-03-01,3570,273,7.6,0.9
29,015,Benton County,MO,2019-03-01,7318,420,5.7,2020-03-01,7312,484,6.6,0.9
29,023,Butler County,MO,2019-03-01,17965,889,4.9,2020-03-01,18349,1071,5.8,0.9
29,033,Carroll County,MO,2019-03-01,5206,180,3.5,2020-03-01,4884,216,4.4,0.9
29,045,Clark County,MO,2019-03-01,3219,135,4.2,2020-03-01,3255,165,5.1,0.9
29,085,Hickory County,MO,2019-03-01,3763,175,4.7,2020-03-01,3845,216,5.6,0.9
29,099,Jefferson County,MO,2019-03-01,117317,4337,3.7,2020-03-01,118917,5467,4.6,0.9
29,115,Linn County,MO,2019-03-01,5147,274,5.3,2020-03-01,5199,322,6.2,0.9
29,215,Texas County,MO,2019-03-01,9082,459,5.1,2020-03-01,9148,552,6,0.9
29,510,St. Louis city,MO,2019-03-01,151722,6484,4.3,2020-03-01,153851,8014,5.2,0.9
30,079,Prairie County,MT,2019-03-01,463,17,3.7,2020-03-01,483,22,4.6,0.9
31,001,Adams County,NE,2019-03-01,16574,577,3.5,2020-03-01,16932,744,4.4,0.9
31,005,Arthur County,NE,2019-03-01,227,13,5.7,2020-03-01,242,16,6.6,0.9
31,009,Blaine County,NE,2019-03-01,259,14,5.4,2020-03-01,284,18,6.3,0.9
31,093,Howard County,NE,2019-03-01,3351,110,3.3,2020-03-01,3412,145,4.2,0.9
31,111,Lincoln County,NE,2019-03-01,18134,653,3.6,2020-03-01,18555,843,4.5,0.9
31,119,Madison County,NE,2019-03-01,19852,644,3.2,2020-03-01,20072,829,4.1,0.9
31,151,Saline County,NE,2019-03-01,7464,297,4,2020-03-01,7619,375,4.9,0.9
31,155,Saunders County,NE,2019-03-01,11095,344,3.1,2020-03-01,11433,458,4,0.9
31,161,Sheridan County,NE,2019-03-01,2665,76,2.9,2020-03-01,2764,104,3.8,0.9
35,001,Bernalillo County,NM,2019-03-01,330704,14115,4.3,2020-03-01,337652,17475,5.2,0.9
35,015,Eddy County,NM,2019-03-01,33785,936,2.8,2020-03-01,36656,1348,3.7,0.9
35,027,Lincoln County,NM,2019-03-01,8640,413,4.8,2020-03-01,8758,499,5.7,0.9
35,043,Sandoval County,NM,2019-03-01,65767,3010,4.6,2020-03-01,66883,3698,5.5,0.9
36,121,Wyoming County,NY,2019-03-01,17662,978,5.5,2020-03-01,17478,1114,6.4,0.9
